Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3417.3,0.10375,160.97,3.5187,0.36116,0.044218,0.22037,0.059131,0.097103,0.11336,0.082665,0.1193,0.13632,1.2336273719899036
3416.7,0.10375,160.94,3.5202,0.36135,0.04422,0.22036,0.0591,0.097106,0.11336,0.082643,0.11931,0.13631,1.23375876198732
3413.8,0.10395,160.81,3.5225,0.36164,0.044221,0.22036,0.059054,0.097104,0.11335,0.082613,0.11932,0.13631,1.2339800314188356
3440.4,0.10262,160.99,3.5226,0.36172,0.044228,0.22036,0.059048,0.097108,0.11336,0.082615,0.11934,0.13629,1.2340777574637445
3436.4,0.10268,161.12,3.5217,0.36197,0.04423,0.22036,0.059062,0.097114,0.11336,0.082621,0.11933,0.13629,1.2343422657571566
3491.2,0.10122,161.2,3.5321,0.36235,0.044235,0.22035,0.058932,0.097113,0.1134,0.082561,0.11942,0.13623,1.234589065823656
3439.2,0.10261,160.98,3.5147,0.36236,0.044215,0.22037,0.059198,0.097099,0.11338,0.082716,0.11931,0.13631,1.234951261361781
3418.3,0.10377,160.97,3.4963,0.36176,0.044185,0.22039,0.059574,0.097096,0.1134,0.082969,0.11919,0.13639,1.2349550036954984
3397.9,0.10415,161.27,3.5122,0.36258,0.044217,0.22037,0.05924,0.097112,0.11335,0.082726,0.11924,0.13635,1.235197101113335
3415.0,0.1035,160.99,3.5153,0.3628,0.044217,0.22037,0.059175,0.097105,0.11336,0.08269,0.11929,0.13633,1.2353271540189632
