Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1997.7,0.13073,123.11,6.3709,0.061228,0.13111,0.054833,0.31825,0.067997,0.094094,0.7275114602218027
1996.1,0.13084,123.13,6.4014,0.061308,0.13108,0.054836,0.31841,0.06797,0.093994,0.7275964691167551
1997.8,0.12944,123.33,6.5033,0.061478,0.13093,0.054857,0.31913,0.067913,0.09379,0.7280986288169862
1985.3,0.13088,123.24,6.4158,0.061398,0.13097,0.05479,0.31965,0.067992,0.093858,0.7286549380610352
1998.1,0.12752,125.07,6.5028,0.061403,0.13071,0.054842,0.3199,0.06799,0.093831,0.7286733391255816
1999.2,0.13114,123.03,6.3257,0.061131,0.13117,0.054831,0.31931,0.068022,0.094218,0.7286825282918922
1991.2,0.12987,124.45,6.3916,0.06128,0.1309,0.054802,0.31998,0.068039,0.093987,0.7289926086813445
1999.2,0.13114,122.94,6.3065,0.061085,0.13119,0.054824,0.31965,0.068038,0.094275,0.7290666303976392
1999.1,0.13115,122.94,6.3035,0.061078,0.13119,0.054823,0.31971,0.06804,0.094283,0.7291249529772041
2000.0,0.13109,122.86,6.3019,0.061068,0.1312,0.054826,0.31989,0.06804,0.094299,0.7293279090509959
