Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.020276750888553855
887.82,0.54716,163.86,2.3539,0.020277,0.02027675088855387
887.82,0.54716,163.86,2.3539,0.020277,0.02027675088855387
887.82,0.54716,163.86,2.3539,0.020277,0.02027675088855387
