Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
623.88,0.43014,121.13,19.747,0.055981,0.21111,0.13083,0.069752,0.085119,0.061857,0.6146487405205077
620.2,0.43062,121.15,19.569,0.055938,0.21275,0.13055,0.069684,0.085141,0.061899,0.6159662923082008
620.47,0.43255,121.15,19.558,0.055936,0.21394,0.13054,0.069712,0.085112,0.061893,0.6171297038590035
611.72,0.43386,121.42,19.566,0.055884,0.21476,0.13029,0.069497,0.085231,0.061928,0.6175841476000975
624.85,0.43251,120.44,19.745,0.055979,0.21453,0.13089,0.06986,0.085036,0.061849,0.6181453318141685
623.89,0.43233,120.14,19.717,0.055971,0.21493,0.13086,0.069864,0.085033,0.061858,0.6185088232126372
618.14,0.43319,121.22,19.428,0.055905,0.21614,0.13034,0.069663,0.085126,0.061924,0.619102433390212
624.35,0.43386,120.34,19.732,0.055973,0.21566,0.13087,0.069877,0.085018,0.061848,0.6192377069564778
615.79,0.42672,122.67,19.72,0.055931,0.21626,0.13044,0.069333,0.085379,0.0619,0.6192497356969863
620.8,0.43408,120.72,19.559,0.055936,0.21634,0.13058,0.069784,0.085061,0.061888,0.6195916103994507
