iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,1511.104457141419,5.876781561796298,73.44452967539073,14.205906869795603,3.1598752844469957,0.11267899925414314,3.1957421238748855
2,280.577924089023,8.738916933092693,415.5308662802835,16.01797681227079,2.8428616756192873,0.1846339228519659,2.9016324785879632
3,3952.449331858722,0.012032486205105775,160.87840862521577,6.197495010212205,1.4366553802200415,0.22195712330533227,1.5073065268770434
4,2446.530941486152,2.0223664794239493,191.44026463390477,9.428631914770095,1.0105829146587235,0.14269841832584756,1.056005231954631
5,2624.614826218041,7.17931159881677,23.25203850192717,18.578435890501297,1.4966403056057174,0.2755355633381205,1.5843459994114613
6,3194.7282329789396,3.5035458554400476,299.3660779396325,12.64775805543962,0.9006185245128145,0.22781233471560502,0.9731334428474024
7,713.7558009974858,9.483357840495596,445.12594229296155,5.6995199821688,5.909702135412682,0.20856922568257624,5.976091781901144
8,1354.7453165082818,4.840695647566234,350.20805895329954,1.5818483213349337,0.403939967548277,0.23751267981529228,0.4795426016274898
9,2971.6,0.034655,152.55,8.3278,1.3940811712727599,0.19953174710060992,1.4575940989824079
10,3116.0,0.10103,146.61,8.8522,3.8035598408921443,0.18735221954148298,3.863195904570674
11,3273.9,0.094209,141.99,4.2147,6.7221480350715215,0.14888949257240328,6.769541032506205
12,3935.3,0.19954,27.272,9.4114,6.83346335467578,0.1594186028220797,6.884207871995655
13,3396.3,0.12064,139.71,9.1625,4.072875995982916,0.17119509803695931,4.127369088154284
14,2561.2,0.10741,145.56,7.0369,1.9998856840858756,0.186188685899367,2.0591513835032127
15,2234.3,0.090601,78.427,9.5997,2.1024507829630927,0.1288565274589793,2.143467089552599
16,2905.0,0.13238,131.86,7.9097,1.6229764328209075,0.19101582240543147,1.6837786575100835
17,801.07,7.5668,372.02,7.9413,0.8728046035665229,0.18457852491617804,0.9315577728245635
18,2626.4,4.5731,453.92,2.8706,0.2728759926425171,0.22581956885151,0.3447565939017139
19,3097.5,6.9544,409.67,6.8646,0.34412544541292883,0.22221233199606577,0.4148578275192312
20,3014.6,6.7703,431.91,6.382,2.6101765370960703,0.2052227977092681,2.6755009824772267
21,3675.0,5.3416,477.1,5.566,0.15547195559691546,0.1648420101318095,0.20794279708027902
22,3120.4,6.7107,408.18,6.5533,1.3993775367911059,0.25417506500905734,1.4802839728048964
23,3180.6,9.7955,468.39,6.6903,0.26364141141520536,0.24330690390966825,0.34108840430642234
24,3039.3,6.987,410.31,6.8067,0.22244627098840375,0.2183288592269902,0.2919425053195839
25,3069.2,8.3325,422.07,6.9126,1.5396502005263744,0.25131539995852065,1.6196463768834048
26,3245.6,7.4395,380.95,7.1252,11.217288363569725,0.12948014856128146,11.258503174921326
27,2881.6,6.8904,402.95,6.8762,0.43658528840311034,0.20683812149687944,0.5024239073152511
28,3078.7,7.5235,445.43,6.7438,0.23612051240523643,0.2008868419146584,0.3000647801909125
29,3406.8,7.2639,477.49,1.6364,0.6657390715810367,0.15262686641709983,0.7143217120588524
30,3041.8,7.0701,417.77,6.6539,1.999528110249702,0.2171924407995861,2.068662611360598
31,3054.6,8.1892,419.15,6.9146,1.6480168963817758,0.2740491189536797,1.7352494402446896
32,512.89,0.81243,370.01,3.6945,8.725816557618886,0.2023733467983207,8.790233994604893
33,3086.7,6.9766,403.5,6.8192,2.313509226435156,0.2537159295153113,2.3942695150821898
34,3343.5,5.8163,440.34,6.7648,9.741566495700845,0.21082853522190348,9.808675302751624
35,531.1,6.6063,432.13,8.1768,8.285164684173543,0.22347362727712858,8.356298549037204
36,3885.9,9.8779,493.07,6.9239,9.503842577502587,0.18447140613636187,9.562561649794016
37,3066.5,6.6671,440.21,6.4977,8.67111283017176,0.19343599626032126,8.73268542012523
38,2620.5,0.59693,45.752,7.2428,8.886584932384066,0.21959664608464924,8.956484715805614
39,692.11,9.411,423.62,5.8225,8.913377469113696,0.19576857690222765,8.975692542545806
40,3014.0,4.6623,383.25,10.463,8.574275635568894,0.22920346494437271,8.647233364408267
41,3967.3,8.1139,410.34,7.4358,7.560414935948416,0.21676445182426707,7.629413203937291
42,3212.2,9.8021,490.39,7.4572,6.761069515494252,0.12871786748399847,6.802041685242903
