Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1132.9,0.33558,151.38,4.416,0.012796,0.01279632309624592
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245952
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245952
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245956
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245957
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245961
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245966
1132.9,0.33558,151.38,4.416,0.012796,0.01279632309624597
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245971
1132.9,0.33558,151.38,4.416,0.012796,0.012796323096245971
