Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
414.69,0.74901,120.19,11.075,0.089597,0.20502,0.064339,0.064925,0.12367,0.054923,0.6024804776525174
425.36,0.72848,120.47,10.935,0.089366,0.20644,0.064509,0.064912,0.12407,0.054932,0.6042227447878372
414.68,0.75271,119.7,11.045,0.089459,0.20711,0.064476,0.064925,0.1238,0.054903,0.6046667046154303
412.39,0.75435,120.29,11.133,0.089713,0.2078,0.064245,0.064918,0.12354,0.054932,0.6051455461656157
413.77,0.75405,120.58,11.133,0.089715,0.20932,0.064235,0.064908,0.12354,0.054939,0.6066561649446895
411.44,0.7515,119.84,11.07,0.089599,0.20926,0.064344,0.064968,0.1236,0.054899,0.6066700466898517
412.37,0.75774,120.31,11.133,0.089682,0.20953,0.064274,0.064917,0.12354,0.054926,0.6068729849509535
413.67,0.74883,120.2,11.178,0.089811,0.21036,0.064169,0.064858,0.1236,0.054967,0.6077711056995421
410.5,0.75485,119.6,11.135,0.08968,0.21079,0.064294,0.064918,0.12361,0.054917,0.6082029224386134
426.5,0.71603,120.22,10.191,0.088328,0.21159,0.065224,0.065793,0.1235,0.054433,0.6088656470948345
