iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,993.9967672936566,847.9801693058996,701.3923489725693,26.432566995723874,573.2367489702397,973.9540566087137,143.8066172065448,14.142442585654662,1.112827122776171,0.09265421643858687,1.142319875865186
2,538.3778167986175,974.1847433749612,231.44525688347352,69.51550993920854,952.7033284270376,629.9198634027375,21.421465610906615,9.286056900699156,0.27631661332077273,0.0977695127052077,0.30743761578221207
3,928.7874189944675,403.90941559253923,394.8278435628041,926.0561221184469,157.9088279397279,573.1888215292877,98.24406929913287,4.336984612821533,0.2868749081989034,0.09686306406383073,0.31770737909647456
4,383.57184631450696,694.3729567637591,775.4637018727683,662.5693606507784,436.34353928657913,868.5765751227678,255.53887254995217,1.2534230138301936,0.6591662169780336,0.12052302724160956,0.6975298880618362
5,17.466790797316417,554.5645442570499,653.4539414800206,854.8381951713048,215.7059538526771,522.5482710164636,53.81159823601482,13.976717697266478,0.11165643055027875,0.1867991689387733,0.17111645275440637
6,465.73916924166684,315.057959715831,865.990043898747,983.7050225932428,739.0476900728446,759.2521867049531,341.51688663766157,5.735812811284316,2.3550076900015253,0.09332962565205397,2.3847154325204065
7,587.7538048634585,889.2006501309223,34.661460643896234,462.6047206819182,309.85187364129985,322.2135406700056,384.6313161275096,7.849964641047709,2.228579423323524,0.09167355116322129,2.2577600209603528
8,818.8252141401136,758.0053447632006,604.832690107231,430.3139193743757,22.488117076348978,915.4033836977045,310.95403335442154,3.2513143870197143,1.5695651582320909,0.09814299567031365,1.6008050440136448
9,670.7965973328887,97.08541449201606,896.0561494446765,693.1559845594701,658.6887799301945,414.1345522010987,361.25257631479997,17.686503089407356,2.5977783685248013,0.20503310932313817,2.663042434217358
10,286.5421028227961,126.93655952231097,174.97477646093876,166.28825924006475,492.3726684866615,103.08397394209837,411.1382374461855,17.477957845217908,2.434033935774742,0.15759325011370184,2.484197425281768
11,724.2898949728564,588.4521033108559,454.6011624488741,353.76355322595407,901.8552015868839,136.34279444025958,240.28998462124866,11.158017506707333,1.6549366661244975,0.2638769205699709,1.7389312986776542
12,323.8515622074568,37.452564511771236,338.1211841872361,585.1457690188611,68.36936649659117,273.75869320426995,465.5233192021666,19.674721228973443,2.6842716430945943,0.22017509332753887,2.7543555519921887
13,218.60404623824016,461.2928697628559,514.5219064899817,795.1462706227431,329.2295376360348,57.22894901512772,195.3291272772048,15.419148291889524,1.0366668646670065,0.16120579668093307,1.0879802634606817
14,93.06118194669655,203.36899343251343,265.715168155575,255.7332490031703,867.942294345967,749.9917888658392,89.31308581092891,5.831837014542729,0.36869409507100115,0.09563723953193043,0.3991363739013418
15,132.9964331013964,278.02784685001734,124.37771704356939,502.6811203772795,550.2756357829431,192.48026673198052,488.594014892343,12.238586017637589,3.0407683155859333,0.1624380644700616,3.092473957399314
16,755.6834392456512,657.6494810830252,947.96579830246,228.460210350213,767.5623955531571,453.9228256036905,159.27786182447565,9.70115921925196,1.2149258174983866,0.09243848426501697,1.2443499009037862
17,4.1329,580.43,667.33,860.35,230.43,631.12,87.188,8.8923,0.30156438728233337,0.09244160590188358,0.3309894643356088
18,74.206,479.04,668.56,863.01,1.7036e-05,737.34,0.55188,11.36,0.46808649560194615,0.17659037741282324,0.5242969585373746
19,0.42122,570.13,652.95,874.27,220.4,971.13,72.995,8.5866,0.2511952778996142,0.09327460998563565,0.2808855083879794
20,0.018303,502.04,624.71,865.92,146.46,293.94,70.326,12.262,0.06291670325806692,0.23086123910756493,0.1364021180026448
21,0.018425,501.83,620.35,857.29,238.47,219.21,70.882,12.334,0.10461625056432339,0.20376900652396823,0.1694779398387518
22,0.0048024,581.96,647.24,921.22,224.15,286.25,65.809,11.736,0.12299193372306999,0.24933741855202637,0.2023584990437257
23,0.0020493,493.78,622.77,977.67,535.14,471.67,53.371,10.583,0.24103687589453074,0.16895214958846608,0.29481601540054214
24,0.056463,414.39,629.68,753.41,148.77,360.73,68.136,11.344,0.03890699196449529,0.18495280197416536,0.09777929731026505
25,0.26041,727.8,498.31,764.11,176.99,384.31,60.504,9.4303,0.06138406459260667,0.19946823161739502,0.12487677469602168
26,88.37,195.7,6.9274,770.22,3.4951,508.57,30.042,11.809,0.5883578341734402,0.10003581974805102,0.6202002245717445
27,139.8,12.018,631.85,839.23,124.51,460.44,25.597,7.6208,0.36772176812075946,0.09653312860807715,0.3984492173009617
28,0.13756,515.3,630.67,769.7,243.85,542.87,72.907,11.856,0.17723616352316857,0.09338285284330897,0.20696084878323992
29,168.58,0.8495,517.6,765.99,595.6,141.37,49.398,11.373,0.09416562561234945,0.17020078758391521,0.14834221893657704
30,0.04965,408.48,625.04,763.14,147.67,372.02,69.565,11.294,0.04483163503717719,0.188900417111743,0.10496050530808668
31,147.18,417.17,280.47,774.24,157.46,862.79,90.72,1.5993,0.14961313975316715,0.113565034544161,0.1857620129733773
32,13.597,412.12,79.272,761.65,127.35,567.88,72.657,10.475,0.13499717517569895,0.09507950990694666,0.16526192315258975
33,0.2089,411.65,627.63,765.11,169.85,306.73,67.931,10.085,0.031218531309470755,0.19342066471686825,0.09278624108109024
34,0.85443,395.57,449.42,851.65,328.57,884.55,68.173,6.6122,0.14659752512062255,0.09389662189417156,0.17648574814879872
