Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1633.8,0.12065,163.04,14.976,0.06277,0.11366,0.11867,0.62934,0.07029,0.057439,1.0521750548174789
1658.5,0.12058,163.32,15.126,0.063021,0.11406,0.11848,0.63444,0.070309,0.05747,1.057780167621718
1672.4,0.11865,163.01,14.96,0.062784,0.11373,0.11915,0.6344,0.070187,0.057599,1.057848811983424
1647.1,0.12073,165.7,15.056,0.062842,0.11383,0.11903,0.63511,0.070098,0.057616,1.0585256603502167
1632.6,0.1197,163.27,14.898,0.062657,0.1135,0.11897,0.63692,0.070232,0.057494,1.0597739839074127
1637.4,0.12208,164.27,15.005,0.062742,0.11363,0.11884,0.63846,0.070172,0.057511,1.0613637631654054
1598.6,0.11839,162.67,14.916,0.062776,0.11366,0.1184,0.64021,0.07045,0.057317,1.062806873734964
1345.2,0.12458,163.13,14.799,0.062553,0.11311,0.11566,0.66649,0.071348,0.056391,1.0855517495552693
1590.0,0.11861,165.78,15.099,0.063041,0.11411,0.11823,0.66566,0.070384,0.057385,1.0888070530721998
1744.1,0.11928,170.95,15.113,0.062846,0.11409,0.1207,0.69654,0.069435,0.058307,1.121909173969888
