iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.9387577912245333,0.1542388970280797,2.9878535569826545
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.731720012678838,0.1847313142352806,1.7905218162876522
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.22060171544925272,0.12587354940694118,0.2606685106345259
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.1819063407449182,0.0934024031857095,0.21163724907225392
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.338033495740147,0.09215563757109235,2.367367546246596
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.203472362047453,0.19846908619881154,1.2666470342863976
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.650785850675441,0.1606499826615453,2.7019223283718654
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.4721032674555433,0.09390007983461565,0.5019925911803487
9,574.58,10.867,98.053,2.6252,0.2914170410432002,0.10176522307775361,0.32380991761854805
10,510.35,1.1361,72.338,1.1049,0.3179608690323582,0.12452610681068974,0.3575987599181794
11,10.042,7.9138,109.38,4.8865,0.3662887790672406,0.17519435068527425,0.42205487289391336
12,490.34,14.995,74.455,4.7415,0.17105585603867582,0.09363562469487441,0.20086100107804944
13,479.94,8.1903,77.675,4.7541,0.1666537799507493,0.09358956819966736,0.19644426475237553
14,66.908,175.94,98.163,2.1344,0.401853684654144,0.10614783013979329,0.43564158838459793
15,497.41,1.4083,88.153,2.9094,0.16650594292898702,0.09953635592796067,0.19818934905556546
16,401.73,0.012908,23.811,11.564,0.29568242605156136,0.0963838430672018,0.3263623561682387
17,441.67,10.891,93.212,1.9039,0.018668180948339226,0.10927405856490671,0.05345119409297556
18,455.78,13.932,91.906,1.9741,0.012487229406469203,0.1084395077737854,0.047004596783769115
19,456.3,13.186,91.329,1.963,0.011882101585455402,0.10856291638665647,0.0464387511442724
20,378.06,0.1232,91.858,3.1425,0.05516876692315718,0.09791813222373696,0.08633707644662425
21,442.23,0.035085,86.892,3.6555,0.13413048468571404,0.09566616308834397,0.16458197017000475
22,472.77,30.936,92.151,2.0247,0.04476833268948683,0.1078964606415141,0.07911284279592104
