Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
622.04,0.62099,140.33,9.0065,0.15939,0.11903,0.12469,0.056874,0.14025,0.12142,0.34916,0.070587,0.67952,1.8209225156146207
624.84,0.61767,140.52,8.9611,0.15943,0.119,0.12483,0.056949,0.14013,0.12167,0.35459,0.070495,0.67535,1.8224447184910435
627.76,0.61747,140.45,8.9418,0.1594,0.11904,0.12489,0.056974,0.14006,0.1215,0.36108,0.070471,0.66962,1.8230374083260403
621.1,0.62234,139.57,9.001,0.15936,0.11911,0.12469,0.056871,0.14025,0.12102,0.35292,0.070654,0.6784,1.8232781415473678
627.74,0.61591,140.92,8.9392,0.15944,0.11897,0.1249,0.056988,0.14006,0.12186,0.35983,0.070422,0.67231,1.824783733344706
633.56,0.60472,141.15,8.9297,0.15942,0.11904,0.12487,0.056971,0.13999,0.12158,0.35023,0.070433,0.68297,1.82550059702707
627.49,0.61671,139.42,8.926,0.15936,0.11916,0.1249,0.05698,0.14004,0.12096,0.36296,0.070564,0.6719,1.8268227134253907
622.6,0.61694,139.88,8.9607,0.15943,0.11904,0.1248,0.056942,0.14015,0.12148,0.35353,0.070571,0.68173,1.8276803377484883
632.74,0.61377,141.32,8.9543,0.15938,0.11903,0.12485,0.056944,0.14004,0.12152,0.36872,0.070415,0.66695,1.8278501685005426
636.13,0.61157,140.2,8.9174,0.1593,0.11921,0.12493,0.056973,0.13995,0.12069,0.37007,0.070491,0.66654,1.8281410429447866
