Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g80),Error (g51),Error (g72),Error (curve),Error (g56),Error (g126),Error (g237),Error (g223),Reduced Error
583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.11699,0.26552,0.1325,0.11558,0.45558,0.028159,0.028361,0.10807,0.13343,1.3841881446832192
585.64,365.04,37.674,251.06,273.35,166.42,60.825,11.667,0.11819,0.26642,0.132,0.10847,0.50037,0.026213,0.027429,0.10651,0.13274,1.4183475505194871
585.89,325.9,37.152,241.2,249.42,167.39,61.294,11.528,0.11873,0.26698,0.13187,0.10881,0.50494,0.025482,0.026724,0.10591,0.13214,1.4215765593444853
585.89,325.2,37.171,241.2,249.46,165.72,61.255,11.585,0.11876,0.26704,0.13182,0.10827,0.50641,0.025422,0.026731,0.10585,0.13208,1.4223821197601059
585.91,337.66,37.187,235.54,246.75,179.7,61.378,11.518,0.11849,0.26707,0.13177,0.10695,0.50898,0.025663,0.026696,0.10596,0.13198,1.423561344261327
585.67,364.45,36.851,251.0,245.01,166.42,60.83,11.659,0.11861,0.26687,0.13218,0.10983,0.52015,0.025865,0.02747,0.10627,0.13205,1.4392903259543999
585.62,319.21,36.038,242.9,272.8,166.55,61.626,11.873,0.11846,0.26671,0.13174,0.10898,0.52535,0.025548,0.026965,0.10618,0.13252,1.4424650235252356
579.9,325.8,36.345,241.21,252.52,168.91,60.846,11.529,0.11867,0.26688,0.13205,0.11037,0.5246,0.025613,0.02674,0.1061,0.13235,1.4433694286158174
568.95,338.61,41.02,238.26,156.65,168.39,62.936,11.182,0.12015,0.2685,0.13111,0.10281,0.53955,0.024274,0.026771,0.10381,0.12781,1.4447857816808471
584.11,337.8,38.213,241.49,245.27,167.4,60.606,11.707,0.1187,0.26728,0.13162,0.10435,0.53621,0.025421,0.026776,0.10564,0.13182,1.4478270786635068
