Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
239.37,2.5401,85.101,8.132,0.16381,0.1073,0.12149,0.062321,0.14799,0.1925,0.84724,0.084398,1.2141,2.941100603032721
241.11,2.2714,89.208,8.5814,0.16291,0.10749,0.12093,0.061901,0.1491,0.19688,0.81004,0.084203,1.2491,2.9425596028362677
241.11,2.2713,89.272,8.5857,0.1629,0.10749,0.12093,0.061903,0.14911,0.197,0.81,0.084194,1.2503,2.943769816329642
241.35,2.2783,91.127,8.6396,0.16283,0.10736,0.12103,0.062063,0.14926,0.20074,0.83008,0.083844,1.2448,2.9620088106893325
230.55,2.5876,91.006,8.3235,0.1637,0.10661,0.12159,0.06297,0.14858,0.20757,0.92654,0.083392,1.142,2.9629501807734426
240.08,2.2733,86.785,8.4746,0.16309,0.1076,0.12088,0.061769,0.14879,0.19223,0.85772,0.084609,1.245,2.9816441732876475
240.94,2.3351,89.905,8.4968,0.16314,0.10727,0.12111,0.062165,0.14894,0.19938,0.83299,0.083945,1.2647,2.983635421677926
241.34,2.2629,88.583,8.585,0.16287,0.10758,0.12087,0.061808,0.14908,0.19536,0.81809,0.084334,1.2941,2.9940772639892432
244.18,2.469,86.482,8.6012,0.16272,0.10787,0.1208,0.061672,0.14899,0.19151,0.84948,0.08459,1.2741,3.001727892470757
244.23,2.5411,88.061,8.6388,0.16269,0.10772,0.12092,0.061887,0.14911,0.19555,0.84427,0.084206,1.2785,3.0048811983699912
