Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.023043,4.4965e-07,758.59,491.11,184.91,757.19,79.726,3.1007,0.28587,0.13616,0.042701,0.11705,0.11395,0.096919,0.058606,0.22627,0.079639,1.1571719404872909
0.023044,4.5079e-07,767.62,496.06,184.35,756.56,80.303,3.1259,0.28674,0.13616,0.042673,0.11701,0.11401,0.096708,0.058373,0.22632,0.079408,1.1573870214141675
0.022671,4.5039e-07,769.32,474.71,184.21,779.0,80.483,3.1098,0.29582,0.13603,0.042846,0.11706,0.11431,0.095758,0.058666,0.22652,0.079852,1.1668664080573428
0.023019,4.9951e-07,776.6,464.99,184.09,756.57,80.151,3.1279,0.29908,0.13614,0.042992,0.11717,0.11407,0.096623,0.05813,0.22665,0.078988,1.1698411610415227
0.022809,4.4955e-07,770.12,474.71,184.58,784.05,80.482,3.1089,0.30036,0.136,0.042849,0.11706,0.11438,0.095642,0.058732,0.22654,0.079976,1.1715334531244355
0.022821,4.5197e-07,773.94,474.71,184.6,784.17,80.514,3.109,0.30262,0.13599,0.042824,0.11703,0.11442,0.095555,0.058798,0.2266,0.079988,1.1738291412877004
0.022821,4.5195e-07,771.02,474.7,184.48,783.75,80.515,3.1202,0.30438,0.13599,0.0429,0.1171,0.11437,0.095646,0.058519,0.22651,0.079822,1.175246399962987
0.022834,4.5168e-07,772.41,471.41,178.21,750.99,80.752,3.1764,0.31074,0.13635,0.043204,0.11734,0.11375,0.098332,0.057038,0.22651,0.078042,1.1813131046400687
0.022671,4.5034e-07,766.76,476.03,187.82,810.63,81.348,3.11,0.31007,0.1358,0.042854,0.11698,0.11474,0.095141,0.059039,0.22638,0.080702,1.1817052918971167
0.022777,4.5023e-07,756.08,468.47,184.16,795.11,81.829,3.1625,0.31281,0.13594,0.043251,0.11728,0.11435,0.096064,0.057651,0.22611,0.079519,1.1829598918707929
