Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
603.46,0.6568,140.99,9.5155,0.15835,0.11966,0.12371,0.056005,0.14093,0.11724,0.35883,0.070901,0.25684,1.4024583677943452
604.89,0.64681,142.62,9.4597,0.15854,0.11947,0.12379,0.056073,0.14079,0.11823,0.36984,0.070725,0.24561,1.4030706699595341
615.74,0.64246,141.73,9.4733,0.15845,0.11961,0.12378,0.056055,0.14081,0.11736,0.37406,0.070834,0.2464,1.4073578710330505
602.11,0.6582,141.33,9.5354,0.1583,0.11967,0.12367,0.055972,0.14097,0.11724,0.35896,0.070905,0.26198,1.407654235543916
604.66,0.64678,141.32,9.4626,0.15853,0.11953,0.12379,0.056081,0.14082,0.11786,0.37227,0.070824,0.24872,1.4084387449579445
604.39,0.6471,141.32,9.4625,0.15853,0.11953,0.12379,0.056081,0.14082,0.11787,0.3726,0.070823,0.24862,1.4086700665990555
606.11,0.64637,142.85,9.3935,0.1587,0.11937,0.12394,0.056165,0.14064,0.11872,0.393,0.070609,0.22807,1.4092176203200626
604.0,0.64188,142.54,9.4785,0.15853,0.11947,0.12373,0.056046,0.14084,0.11823,0.36426,0.070779,0.25861,1.41050845578771
608.52,0.64828,141.19,9.5347,0.15831,0.11969,0.12365,0.055971,0.14097,0.11704,0.35823,0.070953,0.26646,1.4112799589593017
605.04,0.64824,141.25,9.5334,0.15834,0.11966,0.12364,0.055975,0.14098,0.11727,0.35563,0.070945,0.26941,1.4118410875839025
