Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1638.0,0.18411,131.06,2.3755,0.2916,0.10928,0.080065,0.15537,0.15177,0.23292,0.11155,0.17012,0.11491,1.4175861865385724
1637.6,0.1842,132.5,2.3683,0.29519,0.10938,0.080487,0.15548,0.15209,0.23281,0.11222,0.17025,0.11498,1.4228919182784918
1637.8,0.18195,130.85,2.3865,0.31197,0.10901,0.079497,0.1552,0.15131,0.23306,0.11064,0.16989,0.11482,1.4353972199572391
1640.6,0.19133,128.02,2.3725,0.31683,0.10917,0.080148,0.15547,0.15199,0.2328,0.1106,0.17007,0.11492,1.4419916481386825
1637.3,0.18026,131.46,2.3955,0.32809,0.10875,0.079086,0.15507,0.15099,0.23315,0.11015,0.16967,0.11475,1.4497009329279666
1618.5,0.22162,130.99,2.2295,0.3022,0.10994,0.0878,0.15798,0.15823,0.23067,0.11683,0.17184,0.11638,1.4518628610479636
1639.0,0.18692,131.06,2.3829,0.33338,0.10913,0.079736,0.15528,0.15155,0.23296,0.11062,0.16996,0.11484,1.4574695858468947
1614.4,0.18411,131.06,2.3755,0.33245,0.10923,0.080036,0.15538,0.15173,0.23294,0.11111,0.17011,0.11492,1.4579022913338933
1637.5,0.18539,131.22,2.3903,0.33812,0.10896,0.079364,0.15517,0.15125,0.23305,0.10997,0.16981,0.11478,1.4604722806761814
1637.1,0.18399,132.4,2.3854,0.33686,0.10907,0.079643,0.15523,0.15144,0.233,0.1108,0.16992,0.11483,1.4607928747911552
