Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1331.8,0.37595,181.92,1.7949,0.43181,0.18716,0.10539,0.10176,0.080539,0.1817,0.23366,0.065269,0.028666,1.4159516878122886
1348.9,0.36917,181.72,1.8004,0.43286,0.18712,0.10542,0.10171,0.080516,0.18158,0.23364,0.065102,0.028671,1.4166158447674055
1340.8,0.38326,179.84,1.7674,0.43292,0.1874,0.10537,0.10201,0.080787,0.1824,0.23383,0.066051,0.028629,1.4193885427076058
1340.9,0.37963,182.8,1.761,0.43331,0.18745,0.10534,0.10214,0.080835,0.18259,0.23386,0.066305,0.02867,1.4204948926524763
1349.6,0.37986,176.84,1.7979,0.43963,0.18715,0.10545,0.10162,0.080542,0.18157,0.23367,0.065076,0.028595,1.423317680780813
1341.5,0.37824,182.74,1.7611,0.43718,0.18745,0.10534,0.10214,0.080838,0.18259,0.23386,0.066294,0.028672,1.4243621570289573
1342.5,0.3796,177.59,1.7908,0.44223,0.18721,0.10543,0.10173,0.080598,0.18177,0.23371,0.065297,0.028607,1.4265745214142167
1331.7,0.38495,183.19,1.754,0.44094,0.18753,0.10531,0.10221,0.080871,0.18278,0.23388,0.066544,0.028689,1.4287490547274058
1341.6,0.38391,183.14,1.7484,0.44331,0.18756,0.10531,0.10226,0.080927,0.18292,0.23392,0.066701,0.028695,1.4316060241118471
1338.3,0.38441,183.41,1.7549,0.44653,0.18751,0.10532,0.10219,0.080867,0.18276,0.23388,0.066521,0.028682,1.4342481327313197
