Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
641.13,0.64069,132.89,8.6133,0.15912,0.11988,0.12557,0.057419,0.13919,0.11783,0.46356,0.070781,0.62773,1.8810903841861288
646.27,0.65213,133.06,8.6819,0.1589,0.12008,0.12547,0.057273,0.13931,0.11675,0.53745,0.07085,0.55537,1.8814520162347295
639.55,0.63444,133.43,8.6908,0.15908,0.11993,0.12526,0.05725,0.13941,0.11746,0.47405,0.070899,0.61937,1.8827161549933025
621.28,0.64589,132.87,8.6554,0.15925,0.11971,0.12533,0.057335,0.13944,0.11871,0.49632,0.070862,0.59713,1.8840954196223938
642.76,0.63579,133.25,8.6454,0.1591,0.11991,0.12544,0.057348,0.13927,0.11763,0.46474,0.070822,0.63028,1.884539011616443
641.39,0.63337,132.75,8.6786,0.15906,0.12,0.12528,0.057268,0.1394,0.11713,0.47913,0.070963,0.61846,1.8866758086108704
647.92,0.61715,135.24,8.2828,0.15934,0.11984,0.12641,0.057911,0.13832,0.11887,0.43173,0.070455,0.66468,1.8875590590303033
641.24,0.63367,136.38,8.2841,0.15937,0.11975,0.12649,0.057903,0.13828,0.11928,0.44152,0.070323,0.655,1.8879196328316175
638.72,0.63929,134.18,8.7472,0.15901,0.11994,0.12515,0.057136,0.13952,0.11727,0.50411,0.070898,0.5964,1.8894230797963951
645.67,0.65152,133.08,8.2697,0.15922,0.12002,0.12664,0.057963,0.13825,0.11791,0.4932,0.070507,0.6059,1.8896069660825479
