iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,220.26,28.858,64.17,15.819,4.7048e-05,0.05197879670757588,0.07304983050397507,0.07523127994104138
2,178.03,3.1378,42.906,15.998,3.3181e-05,0.3004970353114416,0.07360485312344175,0.323926187731739
3,273.82,49.674,61.143,15.999,5.5658e-05,0.03718032736074961,0.07347702614420333,0.06056879118983438
4,255.23,50.664,65.103,15.723,5.6349e-05,0.025636050053917343,0.07324035108187497,0.04894917787084983
5,710.4,0.30458,62.623,15.629,5.6546e-05,0.8718522368481091,0.07401356192504713,0.8954114853205278
6,239.07,188.11,64.257,15.959,5.7228e-05,0.026279419191153557,0.07335608348230727,0.04962938577529543
7,266.51,41.836,65.527,15.961,5.7624e-05,0.04058129912504403,0.07329089105103147,0.06391051431380645
8,256.1,51.331,65.372,15.998,5.6031e-05,0.026797265329850065,0.07324952898281892,0.05011331456338743
9,244.51,110.16,65.529,15.838,5.7018e-05,0.0232896533413944,0.073237388697424,0.046601838202069465
