Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.012365,5.8408e-08,866.02,559.9,186.55,798.78,79.892,3.6491,0.25822,0.13629,0.045715,0.11943,0.11422,0.094505,0.049527,0.22604,0.072656,1.1166131707708251
0.0085561,5.9555e-08,866.12,562.58,172.98,799.32,80.49,3.6326,0.26482,0.13652,0.045415,0.11912,0.11415,0.094225,0.05009,0.22636,0.072815,1.1235180816896426
0.020074,5.8317e-08,866.02,550.7,185.91,798.78,79.672,3.6498,0.26922,0.13614,0.045665,0.1194,0.11424,0.094788,0.049747,0.22609,0.072895,1.1281855498005011
0.02279,5.9298e-08,855.92,548.38,183.76,796.57,79.651,3.6305,0.27038,0.13612,0.045533,0.11932,0.11416,0.094861,0.050028,0.22611,0.073154,1.1296683512737735
0.02002,2.0545e-07,865.98,543.06,185.79,798.8,80.551,3.6651,0.28293,0.13644,0.045856,0.11949,0.11402,0.095215,0.049611,0.2263,0.072519,1.142388411168552
0.020019,3.1471e-07,865.99,543.77,184.66,801.63,80.683,3.7645,0.2984,0.1367,0.046447,0.1198,0.11403,0.09478,0.04852,0.22614,0.071551,1.1563684086771113
0.01121,2.294e-07,866.34,539.31,184.72,801.64,80.146,3.7452,0.31147,0.13689,0.046584,0.11993,0.11387,0.094199,0.04832,0.22615,0.071274,1.1686825577003874
0.019793,3.4002e-07,865.45,545.71,170.28,803.37,82.187,3.7464,0.31321,0.13683,0.045954,0.11933,0.11391,0.095171,0.049298,0.22642,0.071902,1.1720269463304678
0.012099,6.5399e-08,868.46,558.81,184.03,811.3,79.575,3.2774,0.30743,0.13568,0.043648,0.1181,0.11498,0.094075,0.05529,0.22697,0.077607,1.1737843130725552
0.01121,2.2568e-07,866.32,539.32,184.57,828.16,80.272,3.7653,0.32408,0.13672,0.046745,0.1199,0.11431,0.094265,0.048304,0.22602,0.071692,1.1820338696947426
