Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1010.3,0.43687,217.8,1.5,0.127,0.12386,0.25439,0.1715,0.18901,0.2022,0.76941,0.18672,0.10616,2.1302435197174856
1040.8,0.41946,218.51,1.5033,0.12698,0.12378,0.25441,0.17139,0.18887,0.20228,0.77678,0.18671,0.10602,2.137209162084794
1018.9,0.43707,220.0,1.46,0.1274,0.12466,0.25426,0.17244,0.19006,0.20194,0.78092,0.18789,0.10724,2.1468055305983675
1019.3,0.4365,215.55,1.4959,0.12703,0.12391,0.25439,0.17156,0.18909,0.20215,0.79163,0.18686,0.10613,2.1527507717325753
1028.4,0.43351,215.88,1.5074,0.12693,0.12369,0.25441,0.17127,0.18879,0.20223,0.80541,0.18658,0.10604,2.165343702467492
1006.6,0.45103,225.31,1.4867,0.12717,0.12419,0.25427,0.17188,0.18944,0.20214,0.81388,0.18703,0.10654,2.1765397274432754
1007.3,0.45818,216.8,1.4889,0.12711,0.12406,0.25433,0.17175,0.18933,0.20205,0.81689,0.18701,0.10637,2.178885720977981
1043.6,0.44232,217.09,1.4435,0.12757,0.12493,0.25422,0.17278,0.19045,0.20174,0.81118,0.18847,0.10794,2.179280121370543
1003.3,0.43678,217.22,1.4872,0.12711,0.12411,0.25437,0.17183,0.18933,0.20211,0.8399,0.18705,0.10623,2.202045488825303
1027.8,0.46723,220.01,1.4085,0.12796,0.12574,0.2541,0.17371,0.19148,0.20138,0.83264,0.1895,0.10918,2.2056811207745923
