Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
617.84,0.47335,112.9,6.521,0.12894,0.093253,0.033322,0.25956,0.38029,0.11509,0.20091,0.028552,0.13328,1.3731934290687975
627.25,0.45894,113.79,6.5653,0.12874,0.093055,0.032609,0.25973,0.35202,0.11513,0.23044,0.028543,0.13333,1.3736060686860425
627.15,0.45678,113.8,6.5648,0.12874,0.093055,0.032571,0.25973,0.34543,0.11513,0.24036,0.028556,0.13336,1.3769237539956511
624.78,0.46314,114.16,6.5524,0.12879,0.093121,0.032795,0.25968,0.36646,0.11512,0.21934,0.028571,0.13331,1.3771816315402097
625.81,0.45471,113.86,6.5765,0.12869,0.093024,0.032402,0.25978,0.34371,0.11514,0.24981,0.02857,0.13336,1.384475311397827
625.92,0.45472,113.85,6.5768,0.12869,0.093022,0.032401,0.25978,0.34387,0.11514,0.24991,0.028568,0.13335,1.3847353985870539
618.53,0.45524,114.94,6.5708,0.12871,0.093124,0.03235,0.25972,0.33502,0.11512,0.26062,0.028684,0.13335,1.386702710560062
614.26,0.46033,115.49,6.565,0.12874,0.093179,0.032457,0.25968,0.32645,0.11512,0.27201,0.028722,0.13331,1.3896542301029713
625.98,0.45697,114.7,6.5637,0.12874,0.093086,0.032547,0.25972,0.35663,0.11512,0.24509,0.028609,0.13335,1.392899823680097
617.65,0.4692,113.34,6.5227,0.12893,0.09325,0.033207,0.25956,0.35997,0.1151,0.24132,0.028593,0.13331,1.393247634055859
