Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
332.71,1.5696,136.05,19.746,0.027405,0.027405373628993573
332.71,1.5696,136.05,19.746,0.027405,0.027405382456285144
332.71,1.5696,136.05,19.746,0.027405,0.027405386857144273
332.71,1.5696,136.05,19.746,0.027405,0.027405390660984102
332.71,1.5696,136.05,19.746,0.027405,0.027405390923054426
332.71,1.5696,136.05,19.746,0.027405,0.027405391131347087
332.71,1.5696,136.05,19.746,0.027405,0.027405392218369788
332.71,1.5696,136.05,19.746,0.027405,0.027405392381123914
332.71,1.5696,136.05,19.746,0.027405,0.027405392577157968
332.71,1.5696,136.05,19.746,0.027405,0.027405392656625033
