Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
350.5,0.92883,203.58,6.2316,1.2847,0.045412,0.039029,0.13933,0.11984,0.24012,0.08924,0.12151,0.10405,2.183239751295098
356.25,0.92999,203.7,6.0502,1.2794,0.048134,0.040157,0.13999,0.12114,0.2394,0.091295,0.12238,0.10384,2.18571672610093
365.41,1.0163,214.12,5.6882,1.2758,0.052454,0.042327,0.14109,0.12224,0.23901,0.099831,0.12515,0.10392,2.201777981900706
520.85,0.69429,346.68,5.9969,1.2602,0.057412,0.051597,0.14504,0.13494,0.2305,0.10412,0.12203,0.09967,2.205490186870269
349.04,0.91398,193.66,6.2335,1.3138,0.045226,0.038651,0.13916,0.11974,0.24018,0.088326,0.12136,0.10414,2.2105446175219097
350.39,0.897,205.0,6.2628,1.318,0.045292,0.039271,0.13948,0.12052,0.23965,0.088736,0.12104,0.10379,2.2157969881061335
365.86,1.0151,235.28,5.6895,1.3068,0.052774,0.043519,0.14161,0.12316,0.23845,0.10199,0.12505,0.10346,2.236815679060029
350.51,0.98957,206.11,6.1377,1.3429,0.046291,0.039119,0.13937,0.11909,0.24068,0.091787,0.12252,0.10439,2.246190601880451
365.08,1.0368,214.15,5.6741,1.3296,0.052516,0.04224,0.14104,0.12188,0.23926,0.10062,0.12543,0.10405,2.256683528414839
377.4,1.0153,218.56,5.6875,1.3358,0.053168,0.042729,0.14122,0.12265,0.23876,0.099409,0.12516,0.10374,2.262651980362327
