Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
147.18,417.17,280.47,774.24,157.46,862.79,90.72,1.5993,0.13186,0.43639,0.12076,0.12799,0.22675,0.040226,0.11742,0.12749,0.14986,1.4787600202520075
141.17,306.9,232.45,768.91,142.97,863.87,71.064,12.465,0.053898,0.68764,0.10185,0.135,0.20897,0.058081,0.039711,0.10456,0.13736,1.5270597859656962
150.64,298.27,184.7,768.79,126.56,740.26,100.87,1.4544,0.13224,0.51243,0.11025,0.12939,0.22548,0.041283,0.11574,0.12601,0.14965,1.542479192244376
3.0599,287.72,333.42,768.6,134.5,608.77,70.809,6.0995,0.050506,0.76878,0.10205,0.13556,0.21305,0.055284,0.043351,0.10333,0.13653,1.608449307336743
0.25985,299.75,273.15,768.52,87.039,597.05,75.186,7.5877,0.041983,0.80309,0.10257,0.14184,0.21207,0.063091,0.052688,0.1004,0.14028,1.6580165704993441
2.7909,308.24,215.02,768.45,142.42,313.34,72.381,12.384,0.036686,0.43808,0.49861,0.13428,0.21893,0.068573,0.047993,0.099914,0.13819,1.68125734769035
3.3389,392.87,269.43,768.52,5.2494,593.57,78.555,6.056,0.046487,0.8274,0.10214,0.13666,0.21066,0.068207,0.046949,0.093431,0.15596,1.6878983408631976
81.614,285.91,329.97,768.58,79.327,689.24,74.431,5.4321,0.069285,0.864,0.097849,0.12874,0.21209,0.048912,0.038325,0.10524,0.14242,1.7068622386400376
157.51,318.86,46.987,769.26,141.76,811.65,103.95,1.6717,0.13318,0.48815,0.32548,0.13242,0.21646,0.039208,0.10139,0.12747,0.14445,1.708215280997953
149.01,318.54,255.7,768.57,136.43,862.1,70.41,12.606,0.051998,0.90646,0.10208,0.13522,0.20956,0.058269,0.039829,0.1039,0.13872,1.7460372620591866
