Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Param (cp_gamma_0),Error (g59),Error (g237),Error (g86),Error (g63),Error (g303),Error (curve),Reduced Error
443.43,0.52069,103.03,15.98,2.5105e-06,0.063046,0.085731,0.055624,0.12811,0.068742,0.21028,0.6115374482519567
444.25,0.52197,102.89,15.974,2.4974e-06,0.063038,0.085723,0.055627,0.12813,0.068756,0.21066,0.6119332439821157
441.6,0.53146,102.26,15.994,2.5126e-06,0.063012,0.085685,0.055623,0.12815,0.068794,0.21286,0.614125198444883
457.99,0.51445,102.83,15.995,2.6909e-06,0.062975,0.085637,0.055684,0.12841,0.068918,0.21376,0.6153878022723944
457.86,0.515,102.99,15.997,2.711e-06,0.062974,0.085645,0.055683,0.12839,0.068906,0.21417,0.6157736389633556
436.41,0.53279,102.85,15.889,2.4945e-06,0.063065,0.085784,0.055596,0.12798,0.068656,0.21473,0.6158098363756831
458.02,0.5145,102.44,15.995,2.5847e-06,0.062976,0.085623,0.055684,0.12843,0.068936,0.21486,0.6165101539769458
459.29,0.51457,102.84,15.995,2.744e-06,0.062967,0.085632,0.05569,0.12843,0.06893,0.21487,0.6165216392619332
453.78,0.51977,101.87,15.994,2.5994e-06,0.062978,0.085605,0.055676,0.12842,0.068949,0.21518,0.6168068568679944
458.21,0.51804,102.74,15.995,2.7929e-06,0.062959,0.085622,0.055689,0.12844,0.068938,0.21535,0.6169980602515441
