Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
1.7339,602.87,17.503,672.29,721.52,715.5,230.46,3.4694,0.12766,1.6116,0.046727,0.1382,0.21344,0.1149,0.10851,0.042004,0.066638,2.4696741660191917
0.68684,601.72,31.0,752.14,726.04,700.6,139.09,1.7301,0.142,2.244,0.04883,0.15156,0.2135,0.21172,0.099196,0.032565,0.047434,3.1908099877922877
0.432,613.91,1.1469,751.71,722.29,702.09,0.00029346,2.8033,0.16557,1.07,0.042005,0.15381,0.20946,1.216,0.14403,0.13678,0.12755,3.265154665051682
0.68218,618.91,0.23912,740.25,721.55,701.53,9.1808e-05,1.5272,0.15584,1.239,0.047175,0.14848,0.21285,1.1978,0.1641,0.16342,0.14753,3.4762131712064877
73.746,706.82,13.454,674.01,651.08,753.08,52.257,1.218,0.14101,2.6218,0.049855,0.17205,0.22413,0.11017,0.097973,0.037732,0.037122,3.491881764164472
14.509,702.66,29.711,672.62,723.75,715.27,0.0071965,2.9734,0.13561,0.8013,0.038504,0.15717,0.22243,1.8034,0.13552,0.12681,0.10766,3.528357091847953
73.849,701.51,13.032,674.01,651.2,752.87,53.068,1.2181,0.14092,2.6711,0.049858,0.17178,0.22405,0.11015,0.097989,0.037654,0.03706,3.5405425036705758
76.225,701.49,13.235,672.13,651.1,753.73,59.682,1.2178,0.14011,2.7052,0.049388,0.16937,0.2238,0.10969,0.097652,0.038128,0.036617,3.569982700501149
71.071,704.46,13.602,672.42,675.25,752.28,52.773,1.2362,0.14153,2.6999,0.050111,0.17262,0.22411,0.11063,0.097935,0.037228,0.036823,3.5709346359547847
0.37547,611.17,0.069533,700.39,721.79,720.62,6.9461e-05,1.1217,0.16114,0.98234,0.047921,0.14595,0.2101,1.5607,0.1659,0.16613,0.15186,3.592085903948917
