Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
498.27,0.57252,114.14,8.2588,0.092466,0.20278,0.061863,0.067744,0.1235,0.053698,0.6020527370916292
499.03,0.57446,114.92,8.2438,0.092553,0.20536,0.061791,0.067748,0.12345,0.053708,0.6046100959706014
503.56,0.56455,114.95,8.2389,0.092577,0.2055,0.061772,0.067755,0.12347,0.053717,0.6047933233288507
504.23,0.56207,114.12,8.2559,0.092471,0.206,0.061861,0.067737,0.12356,0.053711,0.6053368646487614
493.93,0.57676,114.9,8.0772,0.092846,0.20692,0.061484,0.067984,0.12302,0.053603,0.6058543036862325
503.34,0.56611,114.88,8.2071,0.09261,0.20743,0.061734,0.067782,0.12342,0.053698,0.6066650131904876
503.37,0.56494,115.83,8.2992,0.092583,0.2076,0.061792,0.067696,0.12354,0.053767,0.6069745182804681
503.4,0.56408,114.94,8.3663,0.092388,0.20918,0.061973,0.067622,0.12372,0.053787,0.6086685302028724
498.15,0.57414,111.57,8.2606,0.092173,0.20973,0.062097,0.067724,0.12367,0.053648,0.6090438330804979
502.71,0.56517,116.37,8.3232,0.092611,0.20991,0.061778,0.06768,0.12354,0.053788,0.6093137230801138
