Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1352.9,0.19333,125.78,4.7283,0.056153,0.13414,0.16834,0.10384,0.069338,0.055408,0.5872215124154739
1353.8,0.19162,126.22,4.8069,0.056419,0.13382,0.17011,0.1031,0.069243,0.055274,0.5879609025533299
1355.3,0.1913,126.22,4.8417,0.056518,0.13369,0.17207,0.10282,0.069212,0.05522,0.5895349420369467
1353.8,0.18941,126.06,4.8836,0.056621,0.13351,0.17496,0.10251,0.069201,0.055142,0.5919376007103456
1313.0,0.19333,123.84,5.277,0.057512,0.13157,0.18016,0.10003,0.069036,0.054446,0.5927584139714782
1330.1,0.19075,126.32,5.1046,0.057129,0.13245,0.17835,0.10104,0.069109,0.054747,0.5928281278129958
1354.8,0.19326,125.91,4.7959,0.056384,0.1339,0.17483,0.1032,0.069238,0.055297,0.5928510355575575
1306.4,0.18568,126.31,5.369,0.0577,0.13095,0.18208,0.099531,0.069126,0.05431,0.5936960890169585
1355.3,0.19415,123.84,4.8394,0.056505,0.13382,0.17699,0.10284,0.069153,0.055207,0.5945097790835667
1328.3,0.18559,124.53,5.3584,0.05772,0.13121,0.18465,0.099545,0.069063,0.054355,0.596533168432845
