Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1130.5,0.2371,125.59,5.0391,0.051505,0.11001,0.11411,0.13654,0.10107,0.13612,0.2475,0.25324,0.032058,1.1821583671715568
1130.2,0.2389,124.7,4.9499,0.052958,0.10932,0.11404,0.13676,0.1018,0.13671,0.25012,0.25277,0.03242,1.1869076605286188
1136.6,0.2341,125.1,5.0296,0.051618,0.11001,0.11413,0.13648,0.1011,0.13616,0.25301,0.25321,0.032076,1.187794088634624
1142.4,0.23358,124.62,5.0675,0.051083,0.11028,0.11415,0.13635,0.1008,0.1359,0.25423,0.2534,0.031939,1.1881268723506366
1134.0,0.23481,125.31,4.9302,0.053115,0.10932,0.11404,0.1368,0.10196,0.13681,0.25172,0.25267,0.032538,1.1889600678267855
1135.5,0.23513,125.31,4.9378,0.053022,0.10933,0.11405,0.13675,0.10189,0.13676,0.25301,0.25271,0.032503,1.1900236472660488
1135.5,0.2345,125.31,4.9273,0.053162,0.10931,0.11404,0.1368,0.10198,0.13682,0.25277,0.25265,0.03255,1.1900815963625146
1135.5,0.23363,125.29,4.9215,0.053219,0.10931,0.11403,0.13682,0.10203,0.13686,0.25366,0.25262,0.032574,1.1911199725652342
1135.9,0.23657,124.24,4.9036,0.053661,0.10907,0.114,0.13688,0.10219,0.13699,0.25386,0.25252,0.032612,1.1917855959356385
1140.1,0.23457,124.32,4.9271,0.053249,0.10921,0.11405,0.13673,0.10195,0.13683,0.25484,0.25267,0.032501,1.192012301376303
