Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1737.1,0.12712,125.73,16.009,0.070898,0.084227,0.12954,0.22149,0.063548,0.05567,0.6253735038189404
1728.4,0.12723,126.28,16.115,0.070905,0.084205,0.12949,0.22167,0.063524,0.055662,0.6254564968722605
1721.3,0.12948,125.35,16.449,0.071217,0.084028,0.1297,0.22247,0.063356,0.055661,0.6264317768787504
1753.6,0.12728,125.48,16.39,0.071146,0.084064,0.12972,0.22261,0.063422,0.055676,0.6266406461252747
1754.0,0.12727,125.51,16.269,0.071079,0.08411,0.12969,0.22277,0.063457,0.05568,0.6267956164690902
1753.9,0.12729,125.55,16.294,0.07109,0.084101,0.1297,0.22287,0.06345,0.05568,0.6268867844289413
1743.4,0.12726,125.41,16.285,0.071082,0.084107,0.12966,0.22293,0.063459,0.055668,0.6269014381396109
1727.5,0.12876,125.81,16.443,0.071162,0.08405,0.12966,0.22312,0.063378,0.055664,0.6270440194246835
1745.2,0.12799,125.35,16.237,0.071087,0.084112,0.12969,0.22306,0.063448,0.055678,0.6270773473793368
1722.9,0.12867,125.77,16.038,0.070943,0.084203,0.12955,0.22321,0.0635,0.05567,0.6270797554378726
