Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
182.59,0.0018125,810.46,525.31,427.85,844.55,73.603,4.8373,0.26169,0.13358,0.042897,0.11915,0.12476,0.10294,0.05496,0.2215,0.083383,1.1448595871996217
182.59,0.0018325,811.95,525.42,427.5,844.92,74.062,4.701,0.26194,0.13378,0.042582,0.119,0.12482,0.10242,0.056381,0.22176,0.08427,1.1469504295740687
182.59,0.001823,811.31,525.26,427.91,844.65,74.218,4.6794,0.26162,0.13382,0.042535,0.11898,0.12484,0.10236,0.056636,0.22181,0.084435,1.1470362788931798
182.59,0.0018745,811.14,522.22,427.61,844.25,74.33,4.6163,0.2667,0.1339,0.042441,0.11896,0.12479,0.10212,0.057144,0.22193,0.084725,1.1527018461337606
182.8,0.0019619,811.01,522.31,427.58,837.58,74.609,4.6367,0.27606,0.13387,0.042521,0.11902,0.12459,0.10172,0.056749,0.22188,0.084344,1.1607580407427713
182.98,0.0020066,859.9,525.26,427.97,844.54,74.085,4.8723,0.27871,0.13351,0.042588,0.11893,0.12499,0.10267,0.055174,0.22142,0.083318,1.1613202073041715
172.52,0.0018416,811.21,522.4,430.26,844.25,74.486,4.5346,0.27756,0.13403,0.042307,0.11895,0.12484,0.10216,0.057974,0.22215,0.085341,1.1653115395046922
182.81,0.0019446,810.83,522.23,423.78,844.27,73.83,4.7699,0.283,0.13366,0.042832,0.11916,0.12457,0.10241,0.055258,0.22158,0.083452,1.1659145689433805
182.59,0.0016832,814.04,523.57,430.95,848.71,71.304,5.2311,0.28809,0.13307,0.043731,0.11953,0.12481,0.10595,0.051598,0.22087,0.081451,1.1691090271764912
183.23,0.0019529,811.23,525.29,428.53,844.56,74.959,4.6021,0.28379,0.13391,0.042431,0.11896,0.1247,0.10188,0.057207,0.22194,0.084699,1.1695323639054571
