iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,892.3452159870509,364.35725334905317,96.99861510887136,43.32324411680649,104.50196401725165,832.1205406459192,290.38022298554114,7.739189052644333,1.4739448833819737,0.09417167095540765,1.5039206572455268
2,754.8484859480626,979.783840768433,340.78396780234795,973.1321451574686,169.30469779602834,257.6159066249851,177.56956483719975,10.25988768152399,0.8852020654268088,0.15202098689173182,0.9335918484618635
3,660.6350331644009,779.6317388931582,33.28723883056339,338.7208199029674,806.40107256333,891.0456142151619,53.45354423189153,8.174377071946239,0.3135757461780426,0.0965771489361684,0.3443172074638694
4,941.1105648806712,875.8281389591843,901.9129062613936,582.9933088255815,997.8901863925739,57.652434395371905,136.62606945431804,19.561908081137638,1.2201602976048427,0.2201224388392968,1.2902274460582777
5,720.5179902094673,527.7003344247771,581.4476683168624,789.858984458383,423.64696255485245,67.7703417351188,240.74947291499782,4.837535596095291,1.262992042465542,0.09495558853172618,1.2932173450435906
6,322.69886646486907,406.5156937833656,552.0017293313733,824.9708480632454,361.58745277571467,483.00331036397836,75.27061541192853,11.373954133554081,0.23806924260412868,0.12643199858066248,0.27831379768232856
7,129.31168755255618,609.9428217694978,146.84003640938957,922.8843500954192,679.1277942630566,946.0449646293504,395.0970732880479,3.170098860419112,2.1607520261621294,0.10009455412452165,2.192613112293123
8,501.95205881568927,213.86109394655406,952.3536264039308,465.1749621503997,741.2599611561549,628.2874393333676,476.36535056160653,16.21199905494635,3.3622525242028574,0.20460900859102812,3.427381594439646
9,243.6409508379204,460.3388683210564,310.0588049859942,299.2657880984076,597.6939137883165,623.7708023997229,356.966652861272,5.787245502883772,2.09091829859022,0.0931959723634232,2.1205834979460088
10,822.436141941578,250.46259816840387,711.3774417470382,233.31392219322194,512.8023093164282,166.97916756577473,317.13746366047354,15.226627386612428,2.019560221682958,0.18910867161982614,2.0797553814226326
11,303.4589336355867,684.0184949327116,441.7683639145299,695.730821916978,843.4497633309579,523.6874601392939,214.95993088220857,16.484875468966237,1.5038471931612245,0.17634329284601738,1.5599790066363153
12,100.8723647586087,123.16154967922613,220.08140362778894,68.34862669267264,221.75409396852007,420.4514426745109,275.68477663546025,17.6296704464114,1.3397726959666434,0.20438263029080045,1.4048297077524519
13,9.57416671387179,180.56976310753166,832.1503330521404,153.725730281405,486.9218288092761,799.4621052062657,14.446426956113603,3.685722143402792,0.27901066808644137,0.09558640674414876,0.30943676633788886
14,468.3813501781311,827.966655390508,377.44962218924223,626.8035904760841,267.2010608833834,326.09425378606693,464.41066372340055,13.552911538358801,2.891918575358057,0.21004880952439794,2.958779188010809
15,578.0673533778032,3.16743920656596,790.4941719007575,508.3226913673059,54.735220532204515,194.35406458941,406.4423786532712,2.083640443969581,1.557835849914063,0.10708664704412957,1.5919225883464836
16,406.8483380563978,743.8559628051773,655.9535673262716,433.54246999394667,898.6761898297389,689.0127725120783,114.32216392242356,12.323093833768285,0.9311256402696421,0.09405176696071663,0.9610632475062921
17,0.6428,195.45,838.93,7.9514,442.71,846.11,7.0372,9.7727,0.30433249180930144,0.09816109089002004,0.33557813747818044
18,3.2214,11.673,814.07,672.59,368.19,948.0,30.088,5.6003,0.18958554344724746,0.09462716557368825,0.21970630575090289
19,7.0617e-06,14.054,811.22,485.92,411.31,775.31,12.055,2.3783,0.36809062659340785,0.10373348050014838,0.40111001896485854
20,65.016,2.3114,827.82,472.69,442.87,833.14,44.434,3.377,0.13308240785801453,0.09655522575735775,0.1638168907792893
21,131.97,4.2049,607.81,497.59,375.81,860.09,64.12,10.035,0.13012459991321182,0.09516173512757976,0.16041552099072376
22,97.662,0.31016,915.75,276.61,431.01,852.15,91.904,3.5934,0.25946715656302605,0.09546352387278034,0.28985413998167436
23,2.6365,0.0021747,773.14,652.71,654.45,838.33,46.955,1.1641,0.31131493377756864,0.12396518213942606,0.35077427679512224
24,182.59,0.0018125,810.46,525.31,427.85,844.55,73.603,4.8373,0.2088868363992106,0.09328544180405032,0.2385805147624625
25,81.586,0.010091,815.34,453.45,485.41,957.2,86.321,2.5764,0.17987764989269148,0.10214616710454442,0.21239178471784947
26,0.00037934,4.1259e-08,805.25,473.49,188.52,806.12,88.932,3.9166,0.07864333384263783,0.09426919752338164,0.10865015137694273
27,0.022613,4.4997e-07,795.67,473.94,179.44,794.36,82.578,3.1739,0.018165584819470487,0.09671954712462749,0.04895237285645844
28,0.019865,8.2956e-06,775.5,479.46,416.39,804.23,89.737,2.887,0.1439000211351147,0.09898393433180833,0.1754075860062964
29,0.022774,4.4286e-07,805.05,473.08,184.77,818.69,80.508,3.2288,0.020498017728230972,0.09660516875552765,0.05124839799956887
30,0.040486,2.1068e-07,818.15,437.6,181.05,866.87,82.269,3.3401,0.028334129701979044,0.09623616788231043,0.05896705334736145
31,0.023563,4.5226e-07,820.62,485.05,177.48,783.45,83.8,3.1308,0.017078243423557165,0.09689502507228634,0.047920887826092176
32,0.019868,5.322e-07,849.81,475.02,182.59,796.61,79.264,3.1818,0.023400159141501727,0.09697747640070309,0.05426904861700077
33,0.019773,5.2449e-07,865.42,486.7,182.54,818.83,81.079,3.1253,0.023127613024757215,0.09721697411656627,0.05407273699093395
34,0.012365,5.8408e-08,866.02,559.9,186.55,798.78,79.892,3.6491,0.04244994559290568,0.09485982111722596,0.07264476445614462
35,0.037749,5.2889e-08,960.73,517.26,182.77,828.74,80.731,3.0653,0.042754573079622486,0.09727087887341018,0.07371685546281498
36,0.023043,4.4965e-07,758.59,491.11,184.91,757.19,79.726,3.1007,0.033571072562792896,0.0970157788005772,0.06445215407083643
37,0.022267,4.2524e-05,782.83,470.46,189.82,996.05,89.443,3.0294,0.06413264951971047,0.09793138004875687,0.09530517595685181
38,0.022899,4.5258e-07,739.87,497.22,180.23,767.93,81.374,3.1191,0.030211074787507525,0.09696406203582315,0.06107569433804841
39,2.2389,4.5493e-07,797.82,481.18,152.89,685.05,82.267,2.5765,0.0858557151436041,0.10095519315155588,0.11799075118533846
40,0.020403,4.4969e-07,765.3,495.33,179.74,772.12,81.513,3.258,0.023709765716654216,0.09633246262811358,0.05437334093161332
41,0.020464,4.5156e-07,762.04,499.97,183.13,774.73,82.292,3.2848,0.020258738923681418,0.09620504216538914,0.05088175494565322
42,0.020647,1.4168e-07,753.98,498.32,142.18,794.27,79.321,3.1958,0.056565217060667604,0.09670947224620983,0.08734879816425312
43,0.020197,4.5674e-07,769.09,502.68,180.7,783.45,81.522,3.4114,0.018889304490613372,0.09575332965400615,0.04936853595449906
44,0.020616,4.5502e-07,778.4,502.21,175.65,773.4,82.54,3.2083,0.023511064314658724,0.0966132212901161,0.05426400778736496
45,0.02044,4.5076e-07,761.61,508.69,182.44,780.33,80.061,3.3404,0.025680970088096954,0.09600394642855084,0.05623997534896371
46,4.7152,1.8622e-08,758.04,395.31,181.69,784.45,83.963,3.0889,0.02268273866212532,0.09721596867829219,0.05362754258735947
47,0.020934,4.5379e-07,788.91,506.78,175.27,750.91,82.256,3.1034,0.025100937986875252,0.09699093235967901,0.05597411062714442
48,0.022705,4.4315e-07,801.38,469.75,186.87,827.2,79.497,3.1866,0.02250884145046089,0.096778155822476,0.05331428521539038
49,0.019857,4.4527e-07,769.33,501.71,183.3,768.22,83.139,3.2696,0.01852313750485863,0.09626087258339545,0.049163924900831615
50,0.039617,4.4728e-07,798.8,517.18,174.18,677.98,80.214,3.1486,0.03833628723995634,0.09674343092677523,0.06913067772728758
