Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
785.15,3.1448,352.4,19.746,0.23934,0.14378,0.11723,0.080397,1.8928,0.077643,0.098658,0.22685,0.065179,2.9418364066871603
781.17,3.1628,354.83,19.8,0.23933,0.1439,0.1172,0.080391,1.8964,0.077505,0.098687,0.22685,0.065295,2.9455354898730164
777.7,3.1485,357.24,19.964,0.23909,0.14424,0.11688,0.080388,1.9072,0.077044,0.098735,0.22684,0.065559,2.955955344334925
782.12,3.1794,355.49,19.974,0.23934,0.14404,0.11694,0.080459,1.9101,0.077474,0.098685,0.22693,0.065408,2.9594126847914612
783.02,3.1761,354.13,19.989,0.23935,0.14402,0.11688,0.080511,1.9122,0.077561,0.098678,0.22696,0.065374,2.9615366785026263
778.8,3.0767,356.05,19.943,0.23868,0.1444,0.11674,0.08026,1.9146,0.076614,0.098739,0.22672,0.065609,2.9623840573176015
749.46,3.105,354.96,19.965,0.23869,0.14429,0.11675,0.080308,1.9185,0.076859,0.098792,0.22672,0.065554,2.9664985979946366
764.03,3.183,352.71,19.806,0.23938,0.14369,0.11725,0.080385,1.9179,0.07785,0.098675,0.22684,0.065132,2.967146177831755
783.45,3.0768,344.87,19.652,0.23901,0.14339,0.11721,0.08019,1.9212,0.078005,0.098527,0.22673,0.064714,2.968951351033597
781.59,3.078,354.91,19.799,0.23878,0.14414,0.11701,0.080177,1.9222,0.076865,0.098693,0.22667,0.065403,2.9698931700081075
