Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.04965,408.48,625.04,763.14,147.67,372.02,69.565,11.294,0.040482,0.84198,0.28174,0.13652,0.22272,0.053657,0.04033,0.10052,0.15058,1.8685469184910308
0.044132,409.8,645.67,765.3,149.71,372.74,69.555,11.189,0.040277,0.84863,0.27951,0.13694,0.22282,0.053196,0.040498,0.10055,0.15068,1.8731043457424303
0.056684,403.99,632.92,774.06,146.53,367.91,69.068,11.514,0.04065,0.8684,0.28469,0.13658,0.22295,0.053743,0.040039,0.10056,0.15101,1.8986327426794365
0.045568,409.93,681.58,763.16,158.2,346.22,69.862,11.274,0.040959,0.75206,0.40392,0.13664,0.22338,0.052157,0.039548,0.1008,0.15077,1.9002399523235292
0.055777,407.42,616.34,763.52,149.7,372.93,68.703,11.079,0.040427,0.85756,0.30083,0.13658,0.22257,0.053231,0.040362,0.10061,0.15026,1.9024378966495574
0.056532,409.4,623.62,761.88,148.02,365.45,70.012,11.252,0.040681,0.83939,0.32295,0.13632,0.22275,0.05348,0.040045,0.10064,0.15032,1.9065917659008027
0.056684,411.81,628.79,773.84,144.97,372.21,68.482,11.122,0.040539,0.87991,0.2903,0.13661,0.22266,0.053276,0.040265,0.10058,0.15074,1.9148840977400594
0.056139,418.68,628.85,777.51,145.01,372.34,69.01,11.155,0.040617,0.87969,0.29292,0.13643,0.22262,0.053348,0.040135,0.1006,0.15059,1.9169427220187494
0.056142,416.29,623.86,774.8,144.87,364.89,68.992,11.155,0.040804,0.82901,0.34724,0.13623,0.22264,0.053314,0.040048,0.10059,0.15048,1.9203531951554642
0.055788,409.17,618.61,755.63,147.93,369.74,68.796,11.154,0.040534,0.86559,0.31258,0.13664,0.22268,0.053337,0.040348,0.10058,0.15033,1.9226159973987347
