Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1803.0,0.21592,75.824,4.267,0.056036,0.11974,0.22913,0.11723,0.073238,0.053795,0.6491727148079252
1745.6,0.22784,75.451,4.0708,0.056028,0.11991,0.22708,0.11855,0.074455,0.053758,0.6497752867988474
1510.9,0.24514,65.051,4.1152,0.055198,0.11301,0.24974,0.11476,0.075885,0.050292,0.6588909092136168
1508.0,0.24525,65.494,4.0606,0.0552,0.11337,0.25238,0.11527,0.07608,0.050394,0.6626948962333503
1749.8,0.21944,76.311,4.1165,0.05588,0.11995,0.24544,0.11793,0.074086,0.053705,0.6669893812270493
1731.8,0.22275,77.233,4.1123,0.055649,0.11985,0.24963,0.11732,0.074076,0.053492,0.6700180822752925
1718.7,0.22776,77.465,4.0126,0.055755,0.12033,0.24999,0.11841,0.07467,0.053739,0.6728912553459617
1786.1,0.22783,79.362,3.9659,0.056317,0.12221,0.24435,0.1203,0.074712,0.055008,0.6728997532318604
1783.5,0.23194,77.873,3.9504,0.0565,0.1219,0.24835,0.12071,0.074951,0.054961,0.6773721270099353
1519.0,0.23756,66.258,4.0922,0.055166,0.11355,0.26742,0.11499,0.075781,0.050484,0.6773890176319836
