Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
533.94,0.11675,218.45,1.0114,0.13115,0.15011,0.30444,0.21754,0.18498,0.46912,2.3578,0.19343,0.16733,4.175863715113865
534.04,0.11682,216.5,1.017,0.13126,0.15003,0.30451,0.2174,0.18474,0.4728,2.3576,0.1933,0.16771,4.179377697065672
533.94,0.11727,216.98,1.0178,0.13123,0.15001,0.30445,0.21736,0.18475,0.47259,2.3585,0.19326,0.16756,4.179736104454712
539.31,0.12013,217.11,1.0158,0.13103,0.14997,0.30412,0.21717,0.18491,0.47081,2.3631,0.19313,0.16717,4.181407618977566
539.39,0.12067,217.47,1.0173,0.131,0.14994,0.30406,0.2171,0.18489,0.47085,2.3654,0.19307,0.16702,4.1833699520567915
492.74,0.12214,222.23,1.013,0.13135,0.15039,0.30475,0.21815,0.18492,0.4759,2.3676,0.19332,0.16844,4.194826627438208
484.77,0.12331,223.42,1.0057,0.13133,0.15056,0.3048,0.21848,0.18514,0.47438,2.3769,0.19345,0.16874,4.203745043206747
473.15,0.12077,254.97,1.0341,0.13054,0.15023,0.30394,0.21794,0.18539,0.45427,2.419,0.19341,0.16232,4.217045942163315
536.4,0.1213,215.6,1.0536,0.13127,0.14943,0.3041,0.21618,0.18379,0.48399,2.3949,0.19234,0.16674,4.222697792474936
495.49,0.1203,254.97,1.0165,0.13021,0.15032,0.30352,0.2179,0.18606,0.44276,2.4369,0.19371,0.16182,4.223238237397873
