Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1829.2,0.14656,123.91,3.9385,0.50275,0.071773,0.039574,0.14313,0.11359,0.24609,0.10878,0.14565,0.11265,1.4839850198126006
1822.6,0.14847,123.75,3.8843,0.49929,0.073394,0.040206,0.1438,0.1145,0.24564,0.10886,0.1462,0.11257,1.484464781541599
1831.1,0.14778,124.09,3.8776,0.49918,0.073568,0.040302,0.14386,0.11463,0.24558,0.10883,0.14626,0.11256,1.4847665004727133
1813.7,0.14853,124.74,3.8485,0.49751,0.074239,0.040707,0.14423,0.11515,0.24533,0.10859,0.14653,0.11252,1.4848111675936053
1813.9,0.14854,124.78,3.8416,0.49724,0.074385,0.040794,0.14431,0.11527,0.24528,0.10847,0.1466,0.11251,1.4848550157854663
1844.5,0.14566,124.55,3.9109,0.50157,0.072627,0.039938,0.14344,0.11408,0.24585,0.10887,0.14593,0.11261,1.4849146690316986
1815.4,0.14853,124.44,3.8421,0.49757,0.074377,0.040766,0.1443,0.11525,0.24528,0.1085,0.14659,0.11251,1.4851396968196622
1846.4,0.14529,124.81,3.8949,0.5008,0.073106,0.040151,0.14363,0.11437,0.24571,0.10889,0.14609,0.11259,1.4853368529908793
1812.7,0.14739,123.83,3.9637,0.50615,0.071076,0.039265,0.14288,0.11315,0.24631,0.10846,0.14536,0.1127,1.4853454658211391
1844.5,0.1453,124.71,3.8928,0.5007,0.07316,0.040173,0.14365,0.1144,0.24569,0.10888,0.14611,0.11259,1.4853600524707662
