Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
38.454,0.052689,242.98,18.954,0.18796,0.1203,0.13246,0.069899,1.614,0.095132,0.090087,0.22035,0.028866,2.5590380919280746
41.446,0.054504,244.42,18.897,0.18791,0.12058,0.13225,0.069874,1.6257,0.094477,0.090094,0.22032,0.029032,2.570288654371058
40.935,0.054582,251.65,19.951,0.18612,0.12111,0.13208,0.069721,1.6309,0.093276,0.089412,0.2198,0.028735,2.5711480398447506
40.851,0.054519,252.0,19.947,0.18607,0.12104,0.13213,0.069733,1.6337,0.093374,0.0894,0.21979,0.028677,2.5739338348646372
40.88,0.053702,251.88,19.937,0.18608,0.12109,0.13206,0.069748,1.6336,0.093424,0.089429,0.21986,0.02879,2.5740527487339477
42.117,0.055308,251.84,19.953,0.18618,0.1213,0.13195,0.069693,1.6344,0.092919,0.089424,0.21979,0.028863,2.5745516989099553
38.334,0.05073,244.89,18.954,0.18774,0.12009,0.13254,0.069978,1.6305,0.095664,0.090071,0.22045,0.02887,2.5758575271954247
41.431,0.054581,251.58,19.969,0.18613,0.12126,0.13196,0.069707,1.6372,0.093072,0.089425,0.21982,0.028859,2.5774168995092435
34.726,0.057271,234.79,18.954,0.18876,0.12042,0.13264,0.069707,1.6328,0.094547,0.090157,0.22007,0.028496,2.5776560370844823
41.932,0.056277,251.69,19.949,0.18622,0.12122,0.13204,0.069675,1.6388,0.092897,0.089401,0.21972,0.028731,2.578701055756162
