Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
469.67,0.62928,116.42,12.4,0.087781,0.27946,0.066877,0.064194,0.12791,0.055332,0.681555881417077
461.05,0.64365,116.62,12.42,0.087868,0.28122,0.066781,0.064189,0.12781,0.05532,0.6831945259072725
466.75,0.63773,116.72,12.421,0.087811,0.28272,0.066839,0.064171,0.12787,0.055335,0.684751248368747
510.2,0.59363,117.0,10.051,0.089205,0.28317,0.065542,0.065603,0.12662,0.054879,0.685018356001864
496.44,0.57867,119.01,12.359,0.087707,0.28308,0.066912,0.06428,0.12778,0.055358,0.6851147783881346
496.84,0.57949,118.9,12.357,0.087699,0.28314,0.066922,0.064274,0.1278,0.055359,0.6851936526557126
497.72,0.5789,119.0,12.271,0.087741,0.28317,0.066891,0.064317,0.12778,0.055349,0.6852493219811224
489.72,0.58399,118.7,12.528,0.087661,0.2835,0.066934,0.064206,0.12778,0.05537,0.6854552413067754
498.09,0.57909,118.94,12.302,0.08772,0.28369,0.06691,0.064297,0.1278,0.055354,0.6857683504662535
499.92,0.58059,117.72,12.371,0.087618,0.28364,0.067025,0.064241,0.12795,0.055355,0.6858305101963655
