Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1927.5,0.12006,123.74,19.785,0.12945,0.18479,0.055655,0.083969,0.071611,0.062285,0.5877611205246421
1926.1,0.12018,123.74,19.787,0.12943,0.18493,0.05565,0.083962,0.071615,0.062288,0.5878809279566994
1926.3,0.11924,124.75,19.814,0.12926,0.18683,0.055667,0.08408,0.071456,0.062282,0.5895763273529199
1926.2,0.11931,123.97,19.775,0.12936,0.18677,0.055648,0.084,0.071569,0.062298,0.5896509131035789
1927.6,0.12051,123.08,19.785,0.12957,0.18666,0.055649,0.083903,0.071701,0.062289,0.5897732726325688
1924.7,0.12019,124.56,19.824,0.12931,0.18913,0.055663,0.084032,0.071508,0.062276,0.5919165773808687
1920.9,0.12092,122.6,19.924,0.1296,0.18959,0.055654,0.083884,0.071706,0.0623,0.5927344514834137
1973.0,0.11893,124.75,19.794,0.13001,0.18985,0.055847,0.084245,0.071369,0.062139,0.5934561500285617
1975.5,0.11826,124.75,19.836,0.13004,0.19018,0.055867,0.084278,0.071335,0.062137,0.5938420070527632
1926.8,0.11983,123.67,19.997,0.12954,0.19187,0.055705,0.084007,0.071547,0.062274,0.5949397391674565
