iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,910.7981660366103,2.729338042036617,189.0184348029363,1.8858750353970875,1.0647009190308439,nan,nan
2,1376.6960118326238,0.03675473183078426,354.889243619851,16.950920501419127,0.47547266473272026,nan,nan
3,3933.3431422937438,5.9221984479764505,53.141372533191806,13.837226461354382,1.0104270990315338,nan,nan
4,221.96186181559912,2.2394726867186936,263.57226750129604,19.6023203840313,0.245890627260511,nan,nan
5,2850.193196432927,9.99413472382887,437.427919673209,3.5994214607635953,0.2836002486445513,nan,nan
6,2031.1010864360935,6.967057211861443,444.6817027655617,7.441672985792682,0.6573452581016465,nan,nan
7,3420.8145709710757,4.699405100029534,140.02892975685526,10.097216612869309,5.164696401586399,nan,nan
8,1638.612247807128,7.7973654080942545,72.244798321204,10.976120381372345,8.258367220321915,nan,nan
9,905.19,2.7489,190.08,1.8804,1.0578096806100703,nan,nan
10,910.09,2.7018,189.73,1.8593,1.0411693582417618,nan,nan
11,921.33,2.7464,188.04,1.8859,1.0762737758230174,nan,nan
12,909.29,2.7313,191.3,1.8865,1.045905493209142,nan,nan
13,917.22,2.7577,187.36,1.8737,1.0799772656917936,nan,nan
14,921.06,2.7815,189.36,1.8802,1.0706859101004917,nan,nan
15,906.44,2.7666,189.7,1.8947,1.0707702696687096,nan,nan
16,908.52,2.7328,190.63,1.8943,1.0549299991218841,nan,nan
17,933.95,2.7145,192.24,1.9024,1.037911277571486,nan,nan
18,915.08,2.7265,189.9,1.9135,1.0658086655775014,nan,nan
19,903.18,2.7859,187.68,1.8691,1.0812353936863257,nan,nan
20,896.81,2.7733,189.43,1.9195,1.083891265232576,nan,nan
21,915.08,2.7059,186.17,1.8741,1.0786894395289433,nan,nan
22,916.29,2.7635,186.24,1.8981,1.1005454610439864,nan,nan
23,911.42,2.7621,184.72,1.8843,1.1080866375383844,nan,nan
24,903.77,2.7256,186.06,1.8829,1.0881048297287712,nan,nan
25,923.03,2.7104,186.1,1.9059,1.091280016565778,nan,nan
26,910.63,2.7765,186.02,1.8587,1.0884130014646203,nan,nan
27,906.2,2.7236,189.25,1.8873,1.062131983296766,nan,nan
28,900.19,2.7161,187.43,1.8713,1.0692618647561285,nan,nan
29,917.5,2.7002,189.85,1.9149,1.060223574445718,nan,nan
30,914.6,2.7068,190.32,1.8968,1.052215816216911,nan,nan
31,910.29,2.7428,189.96,1.8705,1.0532341803657947,nan,nan
32,893.02,2.7025,191.75,1.8743,1.0306566671625652,nan,nan
33,918.28,2.7412,189.83,1.8607,1.0495581717389768,nan,nan
34,909.48,2.7151,185.34,1.9061,1.1003613386389968,nan,nan
