Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1506.6,0.16883,124.48,7.2465,0.063169,0.12939,0.20968,0.09177,0.067598,0.054819,0.6164254491356387
1505.4,0.16889,124.53,7.2683,0.063213,0.12937,0.20974,0.091721,0.067581,0.054825,0.6164481835500784
1508.0,0.16862,124.57,7.2016,0.06307,0.12943,0.20965,0.091879,0.067633,0.054808,0.6164749832780223
1508.0,0.16862,124.57,7.2015,0.063069,0.12943,0.20965,0.09188,0.067633,0.054808,0.6164753153249424
1505.9,0.16886,124.3,7.2785,0.063243,0.12937,0.20989,0.091691,0.067574,0.054824,0.6165878729799169
1505.4,0.16887,124.29,7.3104,0.06331,0.12934,0.20996,0.091618,0.067549,0.054831,0.6166015934486887
1509.2,0.16857,124.66,7.2004,0.063064,0.12943,0.20983,0.091885,0.067633,0.054808,0.6166561909982592
1508.1,0.16875,124.29,7.2825,0.063251,0.12937,0.20999,0.091682,0.06757,0.054823,0.6166795672820841
1507.3,0.16886,124.29,7.3424,0.063377,0.12931,0.21035,0.091545,0.067524,0.054836,0.6169405759775279
1505.5,0.16883,124.13,7.2708,0.063233,0.12938,0.21046,0.091705,0.06758,0.054821,0.617173663869297
