Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
2713.1,4.5973,446.77,2.7417,0.13025,0.065168,0.10934,0.16311,0.72118,0.13195,1.5362,0.14294,0.063168,3.0633401053970912
2666.3,4.5837,441.22,2.7643,0.12981,0.065649,0.10901,0.1636,0.97819,0.1322,1.4406,0.14563,0.063138,3.2278099826954696
2666.4,4.5848,441.25,2.7654,0.12979,0.06568,0.109,0.16363,0.98326,0.1322,1.4529,0.14574,0.063136,3.2453032869989316
2666.7,4.5244,438.59,2.7463,0.12997,0.065363,0.10904,0.16347,0.92846,0.13197,1.5182,0.14472,0.063234,3.2543753005367164
2665.9,4.5977,441.33,2.7695,0.12978,0.06573,0.10897,0.16368,0.99378,0.13222,1.5558,0.14599,0.063139,3.3591154276220703
2665.0,4.5798,442.65,2.7685,0.12971,0.065806,0.10906,0.16374,1.0195,0.13231,1.6763,0.14595,0.063063,3.505397249887137
2669.6,4.445,441.1,2.7339,0.13053,0.065207,0.10938,0.16355,0.95523,0.13173,1.8839,0.14373,0.063249,3.646478914987195
2670.0,4.588,441.53,2.7723,0.12954,0.065917,0.10899,0.16388,1.0078,0.13225,1.8422,0.14651,0.063119,3.6601759278297092
2665.5,4.6278,443.26,2.7695,0.13018,0.065512,0.10904,0.16341,0.97026,0.13222,1.8912,0.14518,0.063109,3.6701462221155787
2680.7,4.5512,441.26,2.7603,0.12952,0.065804,0.10908,0.16383,0.94271,0.13213,1.9343,0.1459,0.063155,3.686409784654457
