Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
528.2,0.73763,138.48,16.489,0.0097829,0.009782866970998694
528.2,0.73763,138.48,16.489,0.0097829,0.00978286713533376
528.2,0.73763,138.48,16.489,0.0097829,0.009782868665515154
528.2,0.73763,138.48,16.489,0.0097829,0.009782868744994486
528.2,0.73763,138.48,16.489,0.0097829,0.00978286894921726
528.2,0.73763,138.48,16.489,0.0097829,0.009782868956737977
528.2,0.73763,138.48,16.489,0.0097829,0.00978286898298563
528.2,0.73763,138.48,16.489,0.0097829,0.009782869083169748
528.2,0.73763,138.48,16.489,0.0097829,0.009782869276502269
528.2,0.73763,138.48,16.489,0.0097829,0.009782869340882308
