Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.019857,4.4527e-07,769.33,501.71,183.3,768.22,83.139,3.2696,0.20669,0.13603,0.043892,0.11827,0.1135,0.09321,0.054264,0.22577,0.077328,1.0689444732089206
0.020649,4.4529e-07,769.55,501.76,183.31,760.79,82.891,3.2695,0.20678,0.13604,0.043831,0.11825,0.11347,0.093291,0.05437,0.22581,0.077337,1.0691688463226534
0.02037,4.5947e-07,777.71,502.66,182.38,764.83,83.438,3.2756,0.20676,0.13607,0.043887,0.11823,0.11349,0.09331,0.054341,0.22591,0.077233,1.0692374144012813
0.020617,4.4933e-07,770.44,498.98,181.4,765.95,82.852,3.2826,0.20734,0.13606,0.044001,0.11834,0.11344,0.093289,0.054008,0.22581,0.077108,1.0693919999886679
0.020382,4.5239e-07,763.63,501.84,184.55,762.15,82.816,3.3014,0.20954,0.13603,0.044009,0.1184,0.11339,0.093271,0.053521,0.22553,0.076835,1.0705245252209825
0.020226,4.541e-07,771.17,502.15,182.92,778.58,83.72,3.2496,0.20896,0.13597,0.043811,0.11817,0.11362,0.093129,0.054838,0.22587,0.077806,1.072171082610396
0.020482,4.5052e-07,764.35,495.8,183.31,766.52,82.928,3.2785,0.21044,0.136,0.044,0.11835,0.11343,0.093253,0.053989,0.2257,0.07715,1.0723177377026527
0.020162,4.4902e-07,770.18,498.35,183.02,773.74,83.41,3.2511,0.20939,0.136,0.04385,0.11821,0.11354,0.093169,0.05471,0.22588,0.077646,1.072394657838304
0.019853,4.4544e-07,769.31,501.74,185.03,768.55,83.136,3.2734,0.21086,0.13601,0.04389,0.11828,0.11349,0.093219,0.054187,0.22572,0.077268,1.0729401739382745
0.020593,4.5646e-07,770.25,497.61,181.97,768.04,82.866,3.2564,0.21015,0.13602,0.043872,0.11825,0.11349,0.093221,0.054614,0.22591,0.077542,1.0730786057640902
