Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
673.2,0.55878,133.36,9.9321,0.15605,0.12112,0.12736,0.055276,0.14175,0.11605,1.3646,0.062984,0.32964,2.474802704163695
712.54,0.38664,137.64,9.9042,0.15698,0.12078,0.12761,0.055049,0.1417,0.11785,1.4726,0.062692,0.41368,2.66890686791653
408.15,1.1463,127.38,9.0708,0.15829,0.11925,0.12656,0.056692,0.14079,0.13096,1.0418,0.06595,0.86983,2.710134786720895
514.07,0.89194,120.29,9.0971,0.15674,0.12128,0.1286,0.056163,0.14064,0.11919,1.1515,0.06378,0.77255,2.710425945422205
259.22,1.9956,132.22,7.3273,0.16166,0.11307,0.13,0.061477,0.13741,0.16297,0.64326,0.06793,1.2555,2.7332454978160756
261.11,1.9963,132.95,7.2615,0.16179,0.11302,0.13017,0.061577,0.1372,0.16266,0.69677,0.067908,1.2252,2.756325702402341
244.46,2.099,133.37,7.1019,0.16226,0.11215,0.13087,0.062195,0.13686,0.16849,0.73746,0.06761,1.1936,2.771499612937682
251.95,2.0286,130.78,7.1945,0.16197,0.11279,0.13045,0.061784,0.13715,0.16469,0.72874,0.067856,1.2064,2.7718136488532688
264.66,2.0002,132.53,7.4572,0.16137,0.1133,0.12965,0.061218,0.13769,0.16184,0.62495,0.06796,1.3215,2.7795036592923545
259.89,2.0883,135.77,7.4319,0.16145,0.11267,0.12981,0.061516,0.13763,0.16556,0.65247,0.067713,1.3109,2.79971890511091
