Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1574.7,0.14574,125.3,16.65,0.070456,0.084898,0.1296,0.30282,0.062851,0.05591,0.7065342171384248
1560.9,0.14846,125.44,16.592,0.070467,0.084891,0.12963,0.30342,0.06285,0.055919,0.7071780958352575
1573.4,0.14617,125.31,16.888,0.070457,0.084913,0.12947,0.30552,0.062671,0.055919,0.7089473993584351
1576.5,0.15045,124.33,16.762,0.070671,0.08476,0.12977,0.30529,0.062713,0.055929,0.7091325467275337
1585.0,0.14663,124.09,16.298,0.070533,0.084869,0.12971,0.3054,0.062931,0.055907,0.709354282886436
1579.4,0.14586,124.19,16.741,0.070576,0.084831,0.12967,0.30559,0.062799,0.055908,0.7093764254261055
1581.9,0.14641,125.7,16.476,0.070423,0.084914,0.12962,0.30612,0.062889,0.055915,0.7098817393974033
1584.8,0.14536,125.12,16.187,0.070382,0.084962,0.12959,0.30641,0.062963,0.055907,0.7102176356418402
1575.0,0.14605,124.78,16.26,0.07042,0.08494,0.12961,0.30727,0.062949,0.055906,0.7110914231666084
1747.1,0.13209,126.08,17.226,0.070554,0.084777,0.12979,0.3074,0.062777,0.055886,0.7111894181068006
