Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
244.23,1.2426,500.0,1.3228,0.020095,0.02009464574810247
244.23,1.2426,500.0,1.3228,0.020095,0.02009464574813457
244.23,1.2426,500.0,1.3228,0.020095,0.020094645748149256
244.23,1.2426,500.0,1.3228,0.020095,0.020094645748196763
244.23,1.2426,500.0,1.3228,0.020095,0.02009464574820132
244.23,1.2426,500.0,1.3228,0.020095,0.020094645748292127
244.23,1.2426,500.0,1.3228,0.020095,0.020094645748297172
244.23,1.2426,500.0,1.3228,0.020095,0.02009464574829779
244.23,1.2426,500.0,1.3228,0.020095,0.020094645748410717
244.23,1.2426,500.0,1.3228,0.020095,0.020094645748448985
