Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
798.49,0.31523,122.88,19.207,0.055804,0.20126,0.12989,0.070447,0.08463,0.062048,0.6040763651909622
799.92,0.31683,121.91,19.198,0.055801,0.20147,0.12996,0.070544,0.084565,0.062039,0.6043772220403296
801.68,0.31597,122.18,19.199,0.055802,0.20153,0.12995,0.070531,0.084572,0.06204,0.6044242279052938
824.09,0.3041,122.89,19.185,0.055805,0.20208,0.1299,0.070524,0.084585,0.062055,0.6049547011700557
792.24,0.31736,123.18,19.217,0.055804,0.20218,0.12987,0.070393,0.084664,0.06205,0.6049625453018199
801.36,0.31391,123.15,19.1,0.055807,0.2025,0.12984,0.070425,0.08465,0.062051,0.6052759344522375
801.81,0.3139,122.2,19.184,0.0558,0.20247,0.12992,0.070507,0.084594,0.062047,0.6053302774073034
801.5,0.31189,122.99,19.158,0.055803,0.20325,0.12984,0.070424,0.084652,0.062055,0.606028205765146
760.18,0.3346,122.46,19.209,0.055799,0.20355,0.12989,0.070321,0.084705,0.062046,0.6063105131832915
801.25,0.31367,123.16,19.438,0.055802,0.20367,0.12997,0.070451,0.084615,0.062054,0.6065679913234249
