iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,561.4814400446614,778.71286389252,273.3131752084473,1.3611236645203497,0.7489743203415751,0.11916536945144302,0.7869058355287133
2,346.83677342188275,437.91702395054403,3.1920946706763957,11.032702092837607,0.45651597824157875,0.09366560857174826,0.48633066744538744
3,923.5176935883654,685.5241604095293,88.87866534646567,17.866914222506082,1.074578540814988,0.2261512833503313,1.1465647300785502
4,16.46461355861993,553.994564412283,435.8207792626204,13.611271386870799,1.9062264106518283,0.1008447616279439,1.9383262952478506
5,873.392962589271,997.250007737382,171.57419810561126,8.813345374195976,1.5193628146230331,0.09289760644374681,1.5489330411568887
6,239.99515663263705,360.5419232125422,373.7472933686281,15.77676416530577,2.0521548143220256,0.11812885115194804,2.0897563954872242
7,651.9041390450881,233.2609624175138,242.94077166203763,7.394335534205603,1.5584832432236275,0.09163362426935603,1.5876511317354145
8,405.09719886670126,74.92858424010132,474.7715830881047,3.99820874983784,2.5221647314875706,0.09590735603164569,2.552692991070192
9,8.4454,23.449,24.755,3.2539,0.8796996788692212,0.1002266993490522,0.911602828131595
10,48.707,362.9,39.062,19.459,0.6152539379897799,0.1128492762493923,0.6511749782686471
