Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
662.66,0.57244,144.15,8.5404,0.15956,0.11889,0.12575,0.05746,0.13902,0.12237,0.31071,0.070059,0.49353,1.5973480929167212
661.14,0.57141,144.7,8.5316,0.15959,0.11883,0.12574,0.057472,0.13901,0.12264,0.3148,0.070033,0.49835,1.6064658954661635
396.62,1.2263,144.28,8.1626,0.16123,0.11567,0.12653,0.058821,0.13835,0.14006,0.53287,0.069643,0.27687,1.6200489773782034
660.14,0.57712,143.89,8.6996,0.15962,0.11866,0.12543,0.057282,0.13948,0.12301,0.35637,0.07007,0.47284,1.6227677279338626
391.09,1.2665,143.83,8.1583,0.16122,0.11558,0.12658,0.05886,0.13836,0.14058,0.52419,0.069619,0.29179,1.6267794031275482
681.65,0.55121,142.86,8.6129,0.15944,0.11916,0.12559,0.05734,0.13922,0.12104,0.32187,0.070265,0.51811,1.632036726288547
709.33,0.54204,139.84,8.6559,0.15912,0.11971,0.12561,0.057257,0.13933,0.11827,0.34662,0.070582,0.49676,1.6332560164005832
682.47,0.54642,143.31,8.5498,0.15946,0.11916,0.12569,0.057409,0.13906,0.12117,0.30647,0.070224,0.5382,1.636837108329432
677.69,0.54689,144.15,8.5836,0.15955,0.11898,0.1256,0.057376,0.13917,0.12198,0.30592,0.070146,0.53861,1.6373332648017749
673.22,0.55686,144.97,8.6335,0.15962,0.11877,0.12552,0.057341,0.13927,0.12277,0.33104,0.070043,0.51405,1.638416901024987
