Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1688.5,0.15521,127.97,4.6416,0.055222,0.2157,0.069823,0.13402,0.10495,0.055746,0.6354602030515276
1706.2,0.15237,127.92,5.2983,0.054468,0.23265,0.069196,0.13221,0.099136,0.058172,0.6458322291117891
1656.5,0.15301,129.24,5.475,0.054257,0.23525,0.069171,0.13141,0.097752,0.058826,0.6466666828852455
1665.9,0.16016,127.69,3.7143,0.057965,0.21103,0.072007,0.1387,0.11761,0.0544,0.6517112667363176
1666.0,0.16016,127.76,3.7895,0.057654,0.2133,0.071731,0.1383,0.11643,0.054339,0.6517622548925373
1667.1,0.16018,127.97,3.7639,0.057764,0.21285,0.071827,0.13844,0.11686,0.054359,0.6520962831265374
1667.1,0.16019,127.97,3.7618,0.057773,0.21282,0.071835,0.13845,0.11689,0.05436,0.6521232251171561
1667.8,0.16047,127.5,3.7116,0.057978,0.2115,0.072004,0.13873,0.11764,0.0544,0.6522653903888619
1665.0,0.16007,128.02,3.7136,0.057969,0.21168,0.072021,0.13869,0.11764,0.054404,0.6523972582830305
1665.0,0.16034,128.01,3.758,0.057788,0.21298,0.071851,0.13847,0.11695,0.054363,0.65239872895018
