Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1448.1,0.17491,124.01,6.7931,0.062117,0.12973,0.19299,0.093054,0.067909,0.054667,0.6004577325158313
1448.0,0.17486,123.99,6.8031,0.062142,0.12972,0.19313,0.093024,0.067899,0.054671,0.6005795629664666
1449.2,0.17489,124.0,6.8154,0.062171,0.12971,0.19318,0.092991,0.067886,0.054672,0.600607815911948
1448.1,0.17477,124.0,6.7902,0.06211,0.12973,0.19314,0.093061,0.067912,0.054668,0.6006168461813004
1448.2,0.17505,124.03,6.6988,0.061907,0.12982,0.19306,0.093304,0.067991,0.054649,0.6007333202977461
1449.0,0.17446,124.13,6.7662,0.06205,0.12975,0.19331,0.09313,0.067936,0.054665,0.6008369701790395
1431.9,0.17762,124.02,6.6899,0.061876,0.12983,0.19317,0.093337,0.067999,0.054641,0.6008487652621606
1452.0,0.17504,124.0,6.6974,0.061905,0.12983,0.19319,0.093308,0.067991,0.054644,0.6008607538236705
1443.4,0.17603,124.01,6.8162,0.062171,0.12971,0.1936,0.092989,0.067887,0.054667,0.6010255136336379
1448.1,0.17492,123.96,6.8643,0.062294,0.12967,0.19375,0.09285,0.067837,0.054689,0.6010944712504838
