Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g164),Error (g185),Error (g238),Error (curve),Error (g223),Error (g243),Error (g138),Error (g50),Reduced Error
2803.5,2.9933e-08,3.0643,1.2179,0.092513,0.18628,0.092171,0.15983,0.84897,0.32053,0.10159,0.14764,0.46971,2.4192502849762687
2809.9,3.2433e-08,3.0736,1.224,0.092552,0.18626,0.092056,0.15985,0.84951,0.32039,0.10157,0.14772,0.47012,2.420041138346605
2803.4,2.941e-08,2.9096,1.2269,0.092427,0.18587,0.092303,0.15979,0.85286,0.32178,0.1016,0.14755,0.46682,2.4209976433152587
2803.5,2.99e-08,2.8287,1.2246,0.09238,0.18581,0.092442,0.15982,0.85655,0.3232,0.10166,0.14757,0.46675,2.426184220586757
2803.8,2.9892e-08,2.8297,1.2239,0.09238,0.18582,0.092448,0.15982,0.85736,0.32325,0.10167,0.14758,0.46684,2.427163564817225
2803.9,2.8681e-08,2.8188,1.2277,0.092364,0.18569,0.092447,0.15978,0.86596,0.32293,0.10163,0.1475,0.46548,2.4337852918885563
2798.2,2.9472e-08,2.7639,1.2432,0.092343,0.18542,0.092299,0.15974,0.87939,0.32251,0.10153,0.14745,0.4636,2.444284477905544
2803.5,2.9873e-08,2.6189,1.2244,0.09223,0.18552,0.092731,0.15986,0.89346,0.32662,0.10176,0.14753,0.46517,2.4648871515844113
2809.6,2.9767e-08,2.8556,1.2042,0.092374,0.18619,0.092651,0.15991,0.92552,0.32469,0.10181,0.14768,0.46975,2.5005733982339176
2778.0,3.0747e-08,2.8925,1.2579,0.092444,0.1855,0.091907,0.15969,0.95443,0.31909,0.10136,0.14747,0.46384,2.51573142184405
