Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.019773,5.2449e-07,865.42,486.7,182.54,818.83,81.079,3.1253,0.24654,0.13614,0.04323,0.11807,0.11432,0.093811,0.058314,0.22763,0.079364,1.117417702093352
0.019773,5.2525e-07,865.44,486.86,182.55,818.53,81.062,3.1263,0.24694,0.13615,0.043235,0.11808,0.11431,0.093813,0.058292,0.22762,0.079344,1.117789245213783
0.01978,5.2524e-07,863.87,485.38,182.55,818.53,80.969,3.1232,0.24985,0.13615,0.043256,0.11809,0.11429,0.093795,0.058296,0.22763,0.079354,1.1207045365357833
0.020142,5.4514e-07,851.76,485.43,180.91,818.52,81.062,3.1284,0.25857,0.13615,0.043362,0.1181,0.1142,0.093693,0.058058,0.22755,0.079212,1.128891297353286
0.019169,5.2129e-07,834.71,485.49,181.0,818.88,81.079,3.1255,0.25887,0.1361,0.043438,0.11803,0.11415,0.093604,0.05801,0.22743,0.079296,1.1289410592239197
0.019789,5.0046e-07,866.38,478.24,182.45,818.84,80.23,3.0478,0.25928,0.1362,0.042936,0.11799,0.1143,0.093793,0.059787,0.22792,0.080451,1.132658598842208
0.019684,5.2604e-07,840.68,527.99,182.4,770.47,81.033,3.1193,0.26387,0.13633,0.042605,0.1177,0.11399,0.094412,0.059145,0.22727,0.079504,1.1348190055566139
0.01977,5.2605e-07,840.28,530.33,182.4,769.72,81.026,3.1161,0.264,0.13632,0.042551,0.11767,0.11401,0.094432,0.059278,0.22727,0.079599,1.1351308842682815
0.020155,5.3875e-07,853.1,481.77,183.15,821.51,80.868,3.0396,0.26238,0.13613,0.042832,0.11784,0.11436,0.093722,0.060111,0.2278,0.080784,1.1359572556252973
0.020155,5.2837e-07,853.59,481.4,182.47,821.65,80.967,3.0311,0.26324,0.13614,0.042783,0.11781,0.11437,0.093744,0.060307,0.22783,0.080917,1.137149621028697
