Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
0.04307,1.0229,304.96,1.192,0.17303,0.13665,0.12226,0.064134,1.6102,0.058405,0.086769,0.21995,0.040153,2.5115846490034675
0.054258,1.0256,304.92,1.4393,0.17526,0.13778,0.1204,0.064302,1.8161,0.059162,0.087127,0.22012,0.041725,2.7219744362819434
244.55,17.903,18.424,9.0971,0.24664,0.13884,0.12546,0.079236,1.6841,0.070963,0.0952,0.22502,0.059803,2.7252335926386753
246.49,17.953,18.336,9.0417,0.24653,0.13895,0.12537,0.079181,1.6869,0.070837,0.095174,0.22493,0.059935,2.7278294969553842
244.9,17.855,18.433,9.1244,0.24682,0.13875,0.12557,0.079332,1.6871,0.071105,0.095232,0.2251,0.05973,2.7287342186696297
242.26,17.906,18.367,9.1793,0.24674,0.13888,0.12543,0.079251,1.6966,0.070943,0.095233,0.22513,0.059731,2.7379970457016745
233.65,17.904,18.294,9.0361,0.24614,0.13921,0.12503,0.078974,1.699,0.070491,0.095177,0.22491,0.059923,2.7388533102819124
247.14,18.081,18.321,9.1409,0.24648,0.13907,0.12528,0.079085,1.6984,0.070672,0.095153,0.22495,0.059926,2.7390290368759267
245.32,17.9,18.983,9.2225,0.24665,0.13851,0.12578,0.079224,1.6991,0.071245,0.095148,0.225,0.059538,2.7401888095873694
247.79,18.141,18.244,9.0927,0.24631,0.1392,0.12514,0.078997,1.7049,0.070496,0.095121,0.22486,0.060056,2.745100384893439
