evals,errors
1000,1.8618351532057325
2000,1.8618351532057325
3000,1.8618351532057325
4000,1.8618351532057325
5000,1.8509409105222143
6000,1.8509409105222143
7000,1.8509409105222143
8000,1.8509409105222143
9000,1.8509409105222143
10000,1.8509409105222143
11000,1.8509409105222143
12000,1.8509409105222143
13000,1.8509409105222143
14000,1.8509409105222143
15000,1.8509409105222143
16000,1.8509409105222143
17000,1.8509409105222143
18000,1.8509409105222143
19000,1.8509409105222143
20000,1.8509409105222143
21000,1.8509409105222143
22000,1.8509409105222143
23000,1.8509409105222143
24000,1.8509409105222143
25000,1.8509409105222143
26000,1.8509409105222143
27000,1.8509409105222143
28000,1.8509409105222143
29000,1.8509409105222143
30000,1.8509409105222143
31000,1.8509409105222143
32000,1.8509409105222143
33000,1.8509409105222143
34000,1.8509409105222143
35000,1.8509409105222143
36000,1.8509409105222143
37000,1.8509409105222143
38000,1.8509409105222143
39000,1.8509409105222143
40000,1.8509409105222143
41000,1.8477125336225382
42000,1.8477125336225382
43000,1.8477125336225382
44000,1.8477125336225382
45000,1.8477125336225382
46000,1.8477125336225382
47000,1.8477125336225382
48000,1.8477125336225382
49000,1.8477125336225382
50000,1.8477125336225382
