evals,errors
1000,4.4589827847815515
2000,3.954523077081977
3000,3.5143600294036776
4000,3.5143600294036776
5000,3.4667055062190415
6000,3.4667055062190415
7000,3.381910690001728
8000,3.381910690001728
9000,3.381910690001728
10000,3.381910690001728
11000,3.381910690001728
12000,3.381910690001728
13000,2.8503711781463017
14000,2.8393534436731733
15000,2.8393534436731733
16000,2.8393534436731733
17000,2.8393534436731733
18000,2.8393534436731733
19000,2.8393534436731733
20000,2.7154960148090432
21000,2.7154960148090432
22000,2.7154960148090432
23000,2.7154960148090432
24000,2.7154960148090432
25000,2.7154960148090432
26000,2.7154960148090432
27000,2.7154960148090432
28000,2.7154960148090432
29000,2.7154960148090432
30000,2.7154960148090432
31000,2.7154960148090432
32000,2.7154960148090432
33000,2.7154960148090432
34000,2.7154960148090432
35000,2.7154960148090432
36000,2.7154960148090432
37000,2.7154960148090432
38000,2.7154960148090432
39000,2.7154960148090432
40000,2.7154960148090432
41000,2.7154960148090432
42000,2.7154960148090432
43000,2.7154960148090432
44000,2.661049854006739
45000,2.661049854006739
46000,2.661049854006739
47000,2.651488110013675
48000,2.651488110013675
49000,2.651488110013675
50000,2.651488110013675
