Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1784.3,0.1322,124.58,15.959,0.07057,0.084753,0.12961,0.35742,0.063096,0.055771,0.7612255357172976
1786.7,0.1322,124.58,15.959,0.070577,0.084748,0.12962,0.35742,0.063093,0.055772,0.7612276740610611
1783.9,0.13276,124.57,15.954,0.070589,0.08474,0.12963,0.3575,0.063088,0.055773,0.7613178933306656
1786.4,0.13213,124.57,15.95,0.070572,0.084753,0.12961,0.35756,0.063098,0.055771,0.7613680759298035
1789.8,0.13222,124.59,15.966,0.070589,0.08474,0.12963,0.35772,0.063086,0.055774,0.7615429811192839
1786.4,0.13174,124.88,15.955,0.070531,0.084775,0.12958,0.3578,0.0631,0.055772,0.7615615402686278
1784.5,0.13333,123.81,15.927,0.07067,0.084699,0.12969,0.35803,0.063097,0.055767,0.7619540922367133
1799.2,0.13132,124.55,15.967,0.070587,0.084744,0.12963,0.35821,0.063092,0.055773,0.7620324503040926
1828.6,0.13015,124.06,16.682,0.070903,0.084515,0.13,0.35794,0.062895,0.055784,0.7620407595009113
1786.1,0.13305,123.92,15.894,0.070642,0.084718,0.12967,0.35831,0.06311,0.055766,0.7622163041211663
