Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
641.04,0.11875,151.51,1.5036,0.092402,0.09240150863097539
641.04,0.11875,151.51,1.5036,0.092402,0.09240151626889315
641.04,0.11875,151.51,1.5036,0.092402,0.092401521847784
641.04,0.11875,151.51,1.5036,0.092402,0.09240152833926812
641.04,0.11875,151.51,1.5036,0.092402,0.09240153444705845
641.04,0.11875,151.51,1.5036,0.092402,0.09240154803849181
641.04,0.11875,151.51,1.5036,0.092402,0.09240155102112511
641.04,0.11875,151.51,1.5036,0.092402,0.09240156611229491
641.04,0.11875,151.51,1.5036,0.092402,0.09240157229892317
641.04,0.11875,151.51,1.5036,0.092402,0.09240157563393292
