Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
723.39,0.57687,140.74,9.3962,0.15862,0.11968,0.12418,0.056349,0.14073,0.11675,0.36456,0.07103,0.33859,1.4904884671798493
623.79,0.66136,141.57,9.405,0.159,0.11934,0.12412,0.056385,0.141,0.12002,0.347,0.07077,0.41987,1.5574985356847428
618.43,0.66296,140.7,9.4374,0.15893,0.11944,0.12406,0.056312,0.14114,0.11979,0.34785,0.070855,0.41978,1.5581553160807196
636.01,0.65688,142.33,9.0886,0.15928,0.11915,0.12478,0.056878,0.14014,0.12089,0.39161,0.070338,0.37712,1.5601813987163795
616.51,0.6692,141.03,9.4345,0.15891,0.11944,0.12409,0.056322,0.14111,0.11983,0.36269,0.070801,0.40806,1.5612583332420369
616.93,0.66936,140.08,9.4489,0.15884,0.11956,0.12408,0.056281,0.14117,0.1193,0.36375,0.070881,0.40742,1.5612727445464727
667.71,0.63727,141.83,9.1654,0.15899,0.11951,0.12466,0.05673,0.14018,0.11868,0.37556,0.070539,0.39655,1.561398069130858
616.07,0.66885,142.8,9.3883,0.15909,0.11918,0.12416,0.056437,0.14096,0.12096,0.35683,0.070628,0.41351,1.5617568350527153
616.02,0.66531,142.52,9.4047,0.15907,0.11921,0.12411,0.056402,0.14102,0.12089,0.35053,0.070681,0.42078,1.562690355214206
614.35,0.6656,142.33,9.4196,0.15905,0.11924,0.12408,0.05637,0.14108,0.12083,0.35175,0.070708,0.42147,1.5645635963694637
