Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1702.6,0.13962,125.93,9.8998,0.066552,0.088584,0.1273,0.21048,0.065992,0.055039,0.6139490217006994
1687.5,0.14207,125.93,9.9333,0.066652,0.0885,0.12737,0.21173,0.065942,0.055049,0.6152437939748159
1706.6,0.14083,125.32,9.8242,0.066554,0.088598,0.12736,0.21449,0.06602,0.055017,0.618036661635873
1706.8,0.14077,125.29,9.8053,0.066527,0.088623,0.12735,0.21487,0.066032,0.055011,0.6184121438629344
1706.8,0.14067,125.05,9.738,0.066443,0.088704,0.12732,0.21778,0.066078,0.054991,0.6213100480854751
1700.1,0.14231,124.11,9.7523,0.066547,0.08861,0.1274,0.22526,0.066062,0.054988,0.6288675795450355
1993.7,0.12097,125.97,10.335,0.066771,0.088246,0.12744,0.2332,0.065823,0.055111,0.6365982233606016
1706.6,0.14258,125.04,9.8381,0.066655,0.08851,0.12744,0.237,0.065986,0.05502,0.6406060971936575
1697.4,0.14176,126.34,9.4416,0.065953,0.089139,0.1271,0.23895,0.066226,0.05493,0.6422988688939234
1702.3,0.14274,125.29,9.7834,0.066562,0.088594,0.12739,0.23937,0.066017,0.055008,0.6429402682487613
