Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1081.1,0.24808,132.93,4.5326,0.055218,0.10633,0.11411,0.13942,0.10284,0.13836,0.34233,0.25253,0.034513,1.2856446432829087
1079.2,0.25301,133.42,4.4739,0.055675,0.10763,0.1141,0.13957,0.10323,0.13866,0.3651,0.25232,0.034821,1.3111026843818803
1085.7,0.25407,132.6,4.5727,0.054611,0.1036,0.1141,0.13926,0.10241,0.13799,0.39913,0.25272,0.034255,1.3380759140808365
1084.8,0.25843,132.6,4.4723,0.055744,0.10727,0.11408,0.13953,0.10319,0.13862,0.39353,0.25233,0.034764,1.3390459636086247
1080.4,0.26163,132.19,4.5004,0.055294,0.10554,0.11408,0.13944,0.10286,0.13835,0.40203,0.25249,0.034572,1.3446495515825962
1057.2,0.2693,131.68,4.4712,0.055127,0.10447,0.11409,0.13957,0.10296,0.13837,0.41483,0.25243,0.034685,1.3565271997056536
1067.8,0.24788,136.29,4.4639,0.055341,0.10749,0.11418,0.13963,0.10329,0.13874,0.41326,0.25232,0.034985,1.3592342645442486
1082.9,0.25814,134.36,4.4998,0.055032,0.1052,0.11413,0.13942,0.10285,0.13835,0.4182,0.2525,0.034633,1.3603079992969633
1079.2,0.2633,131.56,4.4852,0.055545,0.10621,0.11406,0.13949,0.103,0.13845,0.41847,0.25242,0.034637,1.362277342550335
1078.7,0.26293,131.87,4.4635,0.055762,0.10699,0.11406,0.13956,0.1032,0.1386,0.41903,0.25231,0.034776,1.3643019477895395
